case id,level,status,case owner,school,opeid,facility code,school city,school state,submitted,closed,closed reason,issues,education benefits
,No Escalation Needed,closed,James Lyles,GEORGIA SOUTHERN UNIVERSITY-ARMSTRONG CAMPUS,,11914111,SAVANNAH,GA,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,AMERICAN INTERCONTINENTAL UNIVERSITY-ONLINE,,21805413,SCHAUMBURG,IL,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,AMERICAN INTERCONTINENTAL UNIVERSITY-ONLINE,,21805413,SCHAUMBURG,IL,,,resolved,,Post-9/11 Ch 33
VA11791,Level 3,closed,James Lyles,AMERICAN INTERCONTINENTAL UNIVERSITY-ONLINE,"""02113600""",21805413,SCHAUMBURG,IL,,,information only,,"Post-9/11 Ch 33, MGIB-AD Ch 30"
VA11644,Level 3,closed,James Lyles,AMERICAN INTERCONTINENTAL UNIVERSITY-ONLINE,"""02113600""",21805413,SCHAUMBURG,IL,,,information only,,"VRAP, MGIB-AD Ch 30"
VA12169,Level 3,closed,James Lyles,AMERICAN INTERCONTINENTAL UNIVERSITY-ONLINE,"""02113600""",21805413,SCHAUMBURG,IL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,LEHIGH CARBON COMMUNITY COLLEGE,,14926438,SCHNECKSVILLE,PA,,,information only,,Post-9/11 Ch 33
VA16032,Level 3,closed,James Lyles,WINKLER ELECTRIC INC.,,20513427,SCOTTSBLUFF,NE,,,information only,,"Post-9/11 Ch 33, MGIB-AD Ch 30"
VA12429,Level 3,closed,James Lyles,PENN FOSTER COLLEGE,,21004203,SCOTTSDALE,AZ,,,information only,,MGIB-AD Ch 30
,No Escalation Needed,closed,James Lyles,IMAJ INSTITUTE,,25023703,SCOTTSDALE,AZ,,,information only,,Post-9/11 Ch 33
VA11615,Level 3,closed,James Lyles,SONORAN DESERT INSTITUTE,,24944503,SCOTTSDALE,AZ,,,information only,,"Post-9/11 Ch 33, MGIB-AD Ch 30"
VA20283,Level 3,closed,James Lyles,SONORAN DESERT INSTITUTE,,24944503,SCOTTSDALE,AZ,,,resolved,,Post-9/11 Ch 33
VA12530,Level 3,closed,James Lyles,SONORAN DESERT INSTITUTE,,24944503,SCOTTSDALE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,Tameika Tiller,SONORAN DESERT INSTITUTE,,24944503,SCOTTSDALE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,,34929447,SEATTLE,WA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,,34929447,SEATTLE,WA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,,34929447,SEATTLE,WA,,,information only,,Post-9/11 Ch 33
VA22404,Level 3,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,"""02291300""",24929447,Seattle,WA,,,information only,,Post-9/11 Ch 33
VA22402,Level 3,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,"""02291300""",24929447,Seattle,WA,,,information only,,Post-9/11 Ch 33
VA22401,Level 3,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,"""02291300""",24929447,Seattle,WA,,,information only,,Post-9/11 Ch 33
VA16105,Level 3,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,"""02291300""",24929447,Seattle,WA,,,information only,,Post-9/11 Ch 33
VA16104,Level 3,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,"""02291300""",24929447,Seattle,WA,,,information only,,Post-9/11 Ch 33
VA12699,Level 3,closed,James Lyles,THE ART INSTITUTE OF SEATTLE,"""02291300""",24929447,Seattle,WA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,SEATTLE CENTRAL COLLEGE,,11919447,SEATTLE,WA,,,information only,,Post-9/11 Ch 33
VA16022,Level 3,closed,James Lyles,CITY UNIVERSITY OF SEATTLE,"""01302200""",31806047,SEATTLE,WA,,,information only,,Post-9/11 Ch 33
VA11991,Level 3,closed,James Lyles,STATE FAIR COMMUNITY COLLEGE - SEDALIA,,14810025,SEDALIA,MO,,,information only,,MGIB-AD Ch 30
VA22456,Level 3,closed,James Lyles,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-SHELBYVILLE,"""00537900""",15010742,SHELBYVILLE,TN,,,information only,,Post-9/11 Ch 33
VA17174,Level 3,closed,James Lyles,DEVRY UNIVERSITY-SHERMAN OAKS,"""01072707""",21804505,SHERMAN OAKS,CA,,,information only,,Post-9/11 Ch 33
VA12674,Level 3,closed,James Lyles,BOS MANS BARBER COLLEGE,,25807918,SHREVEPORT,LA,,,information only,,Post-9/11 Ch 33
VA11849,Level 3,closed,James Lyles,INSTITUTE FOR PROFESSIONAL EXCELLENCE IN COACHING (IPEC),,25860530,Shrewsbury,NJ,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
,No Escalation Needed,closed,James Lyles,BRIAR CLIFF UNIVERSITY,,31000115,SIOUX CITY,IA,,,information only,,Post-9/11 Ch 33
VA11508,Level 3,closed,James Lyles,SOUTHEAST TECHNICAL INSTITUTE,"""00776400""",14900441,SIOUX FALLS,SD,,,information only,,Post-9/11 Ch 33
VA21287,Level 3,closed,James Lyles,JAC FOR OPERATING ENGINEERS FOR THE 46 NO COUNTIES,,30336405,SLOUGHHOUSE,CA,,,information only,,Post-9/11 Ch 33
VA12055,Level 3,closed,James Lyles,KENAI PENINSULA COLLEGE,"""01146200""",14909102,SOLDOTNA,AK,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,Tameika Tiller,ADVANCED WELDING INSTITUTE,,25004545,SOUTH BURLINGTON,VT,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE,,14810548,SOUTH CHARLESTON,WV,,,information only,,Post-9/11 Ch 33
VA11896,Level 3,closed,James Lyles,GORDON-CONWELL THEOLOGICAL SEMINARY,"""00974700""",31011121,SOUTH HAMILTON,MA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,SOUTH SUBURBAN COLLEGE,,14903413,SOUTH HOLLAND,IL,,,resolved,,Post-9/11 Ch 33
VA11027,Level 3,closed,Tameika Tiller,NEW HORIZONS COMPUTER LEARNING CENTER-SPOKANE,,25430147,SPOKANE,WA,,,information only,,Post-9/11 Ch 33
VA12792,Level 3,closed,James Lyles,NEW HORIZONS COMPUTER LEARNING CENTER-SPOKANE,,25430147,SPOKANE,WA,,,information only,,Post-9/11 Ch 33
VA12245,Level 3,closed,James Lyles,NEW HORIZONS COMPUTER LEARNING CENTER-SPOKANE,,25430147,SPOKANE,WA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,GONZAGA UNIVERSITY,,31151047,SPOKANE,WA,,,information only,,DEA Ch 35
VA12638,Level 3,closed,James Lyles,NORTHERN VIRGINIA COMMUNITY COLLEGE MEDICAL EDUCATION CENTER,"""00372700""",14930346,SPRINGFIELD,VA,,,information only,,Post-9/11 Ch 33
VA11821,Level 3,closed,James Lyles,CLARK STATE COMMUNITY COLLEGE,"""00485200""",149A0435,SPRINGFIELD,OH,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,WESTERN NEW ENGLAND UNIVERSITY,,31904121,SPRINGFIELD,MA,,,information only,,post9::11 ch 33
,No Escalation Needed,closed,James Lyles,ITT TECHNICAL INSTITUTE-SPRINGFIELD,,21127025,Springfield,MO,,,information only,,MGIB-AD Ch 30
VA12616,Level 3,closed,James Lyles,LINCOLN LAND COMMUNITY COLLEGE,"""00717000""",14984413,SPRINGFIELD,IL,,,resolved,,Post-9/11 Ch 33
VA14878,Level 3,closed,James Lyles,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,"""00933300""",11939113,SPRINGFIELD,IL,,,resolved,,DEA Ch 35
VA12710,Level 3,closed,James Lyles,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,"""00933300""",11939113,SPRINGFIELD,IL,,,resolved,,DEA Ch 35
VA12636,Level 3,closed,James Lyles,UNITED PARCEL SERVICE (UPS),,10422046,SPRINGIELD,VA,,,resolved,,Post-9/11 Ch 33
VA12853,Level 3,closed,James Lyles,WESTERN TRUCK SCHOOL (SAN DIEGO)(WITHDRAWN),,25803305,SPRING VALLEY,CA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,SAINT CHARLES BARBER COLLEGE,,25599525,ST. CHARLES,MO,,,information only,,Post-9/11 Ch 33
VA11726,Level 3,closed,James Lyles,CULINARY INSTITUTE OF AMERICA AT GREYSTONE,"""00730400""",31010205,ST. HELENA,CA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ST. LEO UNIVERSITY,,31807110,St. Leo,FL,,,information only,,Post-9/11 Ch 33
VA16017,Level 3,closed,James Lyles,STANFORD UNIVERSITY,"""00130500""",31121005,STANFORD,CA,,,information only,,Post-9/11 Ch 33
VA12423,Level 3,closed,James Lyles,STANFORD UNIVERSITY,"""00130500""",31121005,STANFORD,CA,,,information only,,Post-9/11 Ch 33
VA11680,Level 2,closed,Christopher Sutherland,ST CLOUD TECHNICAL AND COMMUNITY COLLEGE,"""00553400""",14952423,ST CLOUD,MN,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
VA21357,Level 3,closed,James Lyles,NORTHERN VIRGINIA COMMUNITY COLLEGE-LOUDOUN,"""00372700""",14930546,STERLING,VA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MID-STATE TECHNICAL COLLEGE-STEVENS POINT,,14934149,STEVENS POINT,WI,,,resolved,,DEA Ch 35
,No Escalation Needed,closed,James Lyles,CULINARY INSTITUTE OF AMERICA-ST HELENA,,31010205,ST HELENA,CA,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,OKLAHOMA STATE UNIVERSITY-MAIN CAMPUS,,11802136,STILLWATER,OK,,,information only,,Post-9/11 Ch 33
VA11632,Level 3,closed,James Lyles,SAINT LEO UNIVERSITY UNIVERSITY CAMPUS,"""00152600""",31807110,ST LEO,FL,,,resolved,,VRE Ch 31
VA11589,Level 3,closed,James Lyles,SAINT LEO UNIVERSITY UNIVERSITY CAMPUS,"""00152600""",31807110,ST LEO,FL,,,resolved,,VRE Ch 31
VA12497,Level 3,closed,James Lyles,SAINT LEO UNIVERSITY UNIVERSITY CAMPUS,"""00152600""",31807110,ST LEO,FL,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
VA12472,Level 3,closed,James Lyles,SAINT LEO UNIVERSITY UNIVERSITY CAMPUS,"""00152600""",31807110,ST LEO,FL,,,information only,,VRE Ch 31
VA16016,Level 3,closed,James Lyles,MTC TRAINING CENTRE,,25539635,St louis,MO,,,information only,,Post-9/11 Ch 33
VA22446,Level 3,closed,James Lyles,DEPARTMENT OF VETERAN AFFAIRS NATIONAL CALL CENTER,,10669825,ST LOUIS,MO,,,information only,,MGIB-SR Ch 1606
VA11701,Level 3,closed,James Lyles,NATIONAL TRICHOLOGY TRAINING INSTITUTE,,25033011,Stockbridge,GA,,,information only,,DEA Ch 35
,No Escalation Needed,closed,James Lyles,SAN JOAQUIN DELTA COLLEGE,,14903105,STOCKTON,CA,,,resolved,,Post-9/11 Ch 33
VA12601,Level 3,closed,James Lyles,MINNESOTA DEPARTMENT OF VETERANS AFFAIRS,,10B34323,ST PAUL,MN,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,HAMLINE UNIVERSITY,,31001023,ST PAUL,MN,,,information only,,post9::11 ch 33
VA10037,Level 3,closed,James Lyles,AMERICAN INSTITUTE OF BEAUTY-ST PETERSBURG,,25498510,St Petersburg,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,UTICA COLLEGE-ST PETERSBURG,,31065510,ST PETERSBURG,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,GALEN COLLEGE OF NURSING-TAMPA BAY,,249A2410,ST PETERSBURG,FL,,,resolved,,Post-9/11 Ch 33;MGIB-SR Ch 1606
VA9820,Level 3,closed,Tameika Tiller,ECKERD COLLEGE,"""00148700""",31943110,ST PETERSBURG,FL,,,information only,,Post-9/11 Ch 33
VA22468,Level 3,closed,James Lyles,SOCIAL SECURITY ADMINISTRATION-SUISUN CITY,,103C3805,SUISUN CITY,CA,,,resolved,,Post-9/11 Ch 33
VA11673,Level 3,closed,James Lyles,STRAYER UNIVERSITY-MARYLAND,"""00145911""",21902320,Suitland,MD,,,information only,,Post-9/11 Ch 33
VA11672,Level 3,closed,James Lyles,STRAYER UNIVERSITY-MARYLAND,"""00145911""",21902320,Suitland,MD,,,information only,,Post-9/11 Ch 33
VA11671,Level 3,closed,James Lyles,STRAYER UNIVERSITY-MARYLAND,"""00145911""",21902320,Suitland,MD,,,information only,,Post-9/11 Ch 33
VA21331,Level 3,closed,James Lyles,SYRACUSE UNIVERSITY,"""00288200""",31879132,SYRACUSE,NY,,,information only,,Post-9/11 Ch 33
VA12045,Level 3,closed,James Lyles,TACOMA COMMUNITY COLLEGE,"""00379600""",14922447,TACOMA,WA,,,resolved,,Post-9/11 Ch 33
VA12578,Level 3,closed,James Lyles,KEISER UNIVERSITY-TALLAHASSEE,"""02151900""",31835110,TALLAHASSEE,FL,,,information only,,Post-9/11 Ch 33
VA12621,Level 3,closed,James Lyles,AVEDA INSTITUTE-TALLAHASSEE,"""04134800""",25482310,TALLAHASSEE,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,LIVELY TECHNICAL CENTER,,15141610,TALLAHASSEE,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ARGOSY UNIVERSITY-TAMPA,,31058510,TAMPA,FL,,,information only,,VRE Ch 31
VA12657,Level 3,closed,James Lyles,ULTIMATE MEDICAL ACADEMY-CLEARWATER ONLINE,"""03549300""",249D5410,Tampa,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ULTIMATE MEDICAL ACADEMY-ONLINE,,349D5410,TAMPA,FL,,,information only,,Post-9/11 Ch 33;MGIB-AD Ch 30
VA11613,Level 3,closed,James Lyles,CONCORDE CAREER INSTITUTE-TAMPA,"""02172700""",249C8410,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA12767,Level 3,closed,James Lyles,UNIVERSITY OF TAMPA,"""00153800""",31954110,TAMPA,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,KEISER UNIVERSITY-TAMPA,,31835410,TAMPA,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,SAINT LEO UNIVERSITY CENTER FOR ONLINE LEARNING,,31807110,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA12677,Level 3,closed,James Lyles,TAMPA AREA ELECTRICAL JATC,,30064610,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA12588,Level 3,closed,James Lyles,TAMPA AREA ELECTRICAL JATC,,30064610,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA7185,Level 3,closed,Tameika Tiller,ARTISTIC NAILS AND BEAUTY ACADEMY-TAMPA,"""03816300""",25445110,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA12764,Level 3,closed,James Lyles,ARTISTIC NAILS AND BEAUTY ACADEMY-TAMPA,"""03816300""",25445110,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA11504,Level 3,closed,James Lyles,SOUTH UNIVERSITY-TAMPA,"""01303908""",21061010,Tampa,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,UNIVERSITY OF SOUTH FLORIDA-MAIN CAMPUS,,11821010,TAMPA,FL,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,UNIVERSITY OF SOUTH FLORIDA-MAIN CAMPUS,,11821010,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA12500,Level 3,closed,James Lyles,UNIVERSITY OF SOUTH FLORIDA-MAIN CAMPUS,"""00153700""",11821010,TAMPA,FL,,,information only,,Post-9/11 Ch 33
VA14943,Level 3,closed,James Lyles,"FAIRLEIGH DICKINSON UNIVERSITY, TEANECK CAMPUS","""00260700""",31803130,Teaneck,NJ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,SAN JOAQUIN VALLEY COLLEGE-TEMECULA,,24805805,TEMECULA,CA,,,information only,,Post-9/11 Ch 33
VA14951,Level 3,closed,James Lyles,ROYALE COLLEGE OF BEAUTY,,25179605,TEMECULA,CA,,,resolved,,MGIB-AD Ch 30
,No Escalation Needed,closed,James Lyles,AVEDA INSTITUTE-PHOENIX,,25818703,TEMPE,AZ,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,TATU
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,resolved,,Post-9/11 Ch 33;MGIB-AD Ch 30
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ASHFORD UNIVERSITY,,21007103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
VA11975,Level 3,closed,James Lyles,EVEREST COLLEGE PHOENIX - ONLINE CAMPUS,,21003403,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
VA11934,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA11897,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA11803,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA22470,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,
VA21318,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA17247,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA17236,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,"Post-9/11 Ch 33, MGIB-AD Ch 30, VRE Ch 31"
VA16094,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,MGIB-AD Ch 30
VA12830,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12442,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12440,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12422,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12417,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12416,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12415,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12413,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12409,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12392,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12271,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12330,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12304,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12298,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12147,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX,"""02098800""",21904103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12354,Level 3,closed,James Lyles,UNIVERSITY OF ADVANCING TECH,"""02559000""",21901103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ARIZONA STATE UNIVERSITY-TEMPE,,11905103,TEMPE,AZ,,,information only,,DEA Ch 35
,No Escalation Needed,closed,James Lyles,ARIZONA STATE UNIVERSITY-TEMPE,,11905103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33;VRE Ch 31
,No Escalation Needed,closed,James Lyles,ARIZONA STATE UNIVERSITY-TEMPE,,11905103,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
VA11647,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA19255,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,resolved,,VRE Ch 31
VA17226,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,resolved,,VRE Ch 31
VA16024,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA15990,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12794,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,information only,,"Post-9/11 Ch 33, MGIB-SR Ch 1606"
VA12768,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,information only,,VRE Ch 31
VA12739,Level 3,closed,James Lyles,ARIZONA STATE UNIVERSITY,"""00108100""",11905103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,SOUTHWEST INSTITUTE OF HEALING ARTS,,24934403,TEMPE,AZ,,,information only,,Post-9/11 Ch 33
VA17116,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA16097,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA14933,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,resolved,,VRE Ch 31
VA10981,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12555,Level 3,closed,Christopher Sutherland,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12436,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
VA12336,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12335,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,Post-9/11 Ch 33
VA12131,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-ONLINE,"""12098850""",21907103,Tempe,AZ,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
VA11299,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-WEST FLORIDA,"""32098820""",21823210,Temple Terrace,FL,,,information only,,Post-9/11 Ch 33
VA12513,Level 3,closed,James Lyles,IVY TECH COMMUNITY COLLEGE-TERRE HAUTE,"""00991700""",14908414,TERRE HAUTE,IN,,,information only,,Post-9/11 Ch 33
VA11603,Level 3,closed,James Lyles,COLLEGE OF THE MAINLAND,"""00709600""",149E4443,TEXAS CITY,TX,,,information only,,Post-9/11 Ch 33
VA22393,Level 3,closed,James Lyles,NORTH GREENVILLE UNIVERSITY,"""00344100""",34008940,TIGERVILLE,SC,,,information only,,VRE Ch 31
VA22464,Level 3,closed,James Lyles,OCEAN COUNTY COLLEGE,"""00262400""",14908130,TOMS RIVER,NJ,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
,No Escalation Needed,closed,James Lyles,EL CAMINO COMMUNITY COLLEGE,,14967405,TORRANCE,CA,,,information only,,Post-9/11 Ch 33
VA21334,Level 3,closed,James Lyles,EL CAMINO COLLEGE,"""00119700""",14967405,TORRANCE,CA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,NORTHWESTERN MICHIGAN COLLEGE,,11900022,TRAVERSE CITY,MI,,,information only,,post9::11 ch 33
VA12117,Level 3,closed,James Lyles,MERCER COUNTY COMMUNITY COLLEGE (FLIGHT),,14923530,Trenton,NJ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THOMAS EDISON STATE UNIVERSITY,,11904130,TRENTON,NJ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THOMAS EDISON STATE UNIVERSITY,,11904130,TRENTON,NJ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THOMAS EDISON STATE UNIVERSITY,,11904130,TRENTON,NJ,,,information only,,Post-9/11 Ch 33
VA16081,Level 3,closed,James Lyles,UNITED THEOLOGICAL SEMINARY,"""00312200""",31507235,TROTWOOD,OH,,,information only,,Post-9/11 Ch 33
VA15995,Level 3,closed,James Lyles,PURE AESTHETICS LLC,"""04177500""",25026103,Tucson,AZ,,,information only,,Post-9/11 Ch 33
VA16023,Level 3,closed,James Lyles,PIMA COMMUNITY COLLEGE,"""00726600""",14904403,TUCSON,AZ,,,resolved,,"Post-9/11 Ch 33, VRE Ch 31"
