va_facility_code,va_facility_name,school_level_va,retention_rate_veteran_ba,retention_rate_veteran_otb,persistance_rate_veteran_ba,persistance_rate_veteran_otb,graduation_rate_veteran,transfer_out_rate_veteran
24838205,EVEREST COLLEGE-WEST LOS ANGELES,2-year,,0.0,,1.0,0.0,1.0
25019949,RADIO1 BROADCAST SCHOOL (R1BS),NCD,,,,,,
249C6410,ULTIMATE MEDICAL ACADEMY-TAMPA,2-year,,0.909,,0.909,0.1,0.833
249C4443,SOUTHWEST INSTITUTE OF TECHNOLOGY,2-year,,,,,,
249C4438,WYO TECH-BLAIRSVILLE,2-year,,0.896,,0.915,0.099,0.339
25019430,NEW HORIZONS COMPUTER LEARNING CENTER-ISELIN,NCD,,,,,,
249C2443,UNIVERSAL TECHNICAL INSTITUTE,2-year,,0.795,,0.892,,
249C2438,CAREER TRAINING ACADEMY-MONROEVILLE,2-year,,,,,,
249C2435,KAPLAN COLLEGE-COLUMBUS,2-year,,,,,0.0,1.0
25019630,EVEREST INSTITUTE-SOUTH PLAINFIELD,NCD,,0.857,,0.857,,
249F2543,EVEREST INSTITUTE SAN ANTONIO,2-year,,0.95,,1.0,,
249C0410,LINCOLN TECHNICAL INSTITUTE,2-year,0.333,0.0,1.0,1.0,0.0,0.955
25018542,TENNESSEE SCHOOL OF MASSAGE,NCD,,1.0,,1.0,,
249B5410,FORTIS COLLEGE-MIAMI,2-year,,,,,0.0,1.0
249B4432,PROFESSIONAL BUSINESS COLLEGE,2-year,,,,,,
249B4410,ATI COLLEGE OF HEALTH,2-year,,,,,,
25020130,EASTERN SCHOOL OF FRETTED INSTRUMENT REPAIR,NCD,,0.0,,1.0,,
25020203,ARIZONA AERO TECH,NCD,,,,,,
25020308,TRI STATE TECHNICAL SCHOOL,NCD,,,,,,
25020530,MEDICAL CAREER INSTITUTE,NCD,,,,,,
249B2410,FORTIS INSTITUTE-MIAMI,2-year,,,,,,
25019642,BODYWORKS SCHOOL OF MASSAGE INC WITHDRAWAN,NCD,,0.0,,1.0,,
25017504,CAMP REAL ESTATE SCHOOL,NCD,,,,,,
25035407,SAWYER SCHOOL-HARTFORD,NCD,,,,,,
249F0443,REMINGTON COLLEGE FT WORTH CAMPUS,2-year,,1.0,,1.0,0.4,0.6
25016430,JERSEY COLLEGE,NCD,,1.0,,1.0,,
25016530,OCEAN AIRE,NCD,,,,,,
25016633,PRESTIGE BARBER STYLING INSTITUTE,NCD,,1.0,,1.0,,
249E3435,REMINGTON COLLEGE CLEVELAND,2-year,,1.0,,1.0,0.0,1.0
249E1410,WYOTECH-DAYTONA,2-year,,0.833,,0.912,,
25016906,COLORADO INSTITUTE OF TAXIDERMY TRAINING,NCD,,0.0,,0.5,,
25018649,"MILWAUKEE CAREER COLLEGE, INC (MCC)",NCD,,1.0,,1.0,,
25017411,ACADEMY OF SOMATIC HEALING ARTS INC,NCD,,,,,,
25018603,TECHSKILLS-MESA,NCD,,,,,,
249D5410,ULTIMATE MEDICAL ACADEMY-CLEARWATER ONLINE,2-year,,0.875,,1.0,0.333,0.0
25017511,EVEREST INSTITUTE-JONESBORO,NCD,,0.667,,0.667,,
25018011,ATLANTA INSTITUTE OF MUSIC AND MEDIA,NCD,,0.667,,1.0,,
25018203,GUIDANCE ACADEMY LLC,NCD,,,,,,
249D1410,ULTIMATE MEDICAL ACADEMY-CLEARWATER,2-year,,0.875,,1.0,0.333,0.0
25018242,NASHVILLE AUCTION SCHOOL,NCD,,,,,,
249D0238,SANFORD BROWN INSTITUTE-TREVOSE,2-year,,,,,0.0,1.0
25018342,SAE INSTITUTE OF TECHNOLOGY,NCD,,0.25,,0.75,,
25021030,BEST CARE TRAINING INSTITUTE,NCD,,,,,,
25017042,SWIFT DRIVING ACADEMY,NCD,,,,,,
25024120,MIDDLE RIVER AVIATION LLC,NCD,,,,,,
25020708,"VLS IT CONSULTING, INC.",NCD,,,,,,
24982438,LE CORDON BLEU COLLEGE OF CULINARY ARTS-PITTSBURGH,2-year,,,,,0.0,0.375
25023020,BRETT AVIATION,NCD,,,,,,
24980413,NORTHWESTERN COLLEGE-NAPERVILLE,2-year,,,,,0.0,0.6
25023042,GEORGIA CAREER INSTITUTE-MCMINNVILLE,NCD,,1.0,,1.0,,
25023120,TRIDENT AIRCRAFT,NCD,,,,,,
25023320,GT AVIATION LLC,NCD,,,,,,
25023449,PAUL MITCHELL THE SCHOOL-MONROE,NCD,,,,,0.0,
25022820,UMBC TRAINING CENTERS,NCD,0.667,,0.667,,,
25024006,COLORADO CDL TRAINING SCHOOL,NCD,,,,,,
24984513,SANFORD-BROWN COLLEGE,2-year,,,,,0.0,0.667
24971802,AVTEC-ALASKA'S INSTITUTE OF TECHNOLOGY,2-year,,1.0,,1.0,,
25024203,COMPUTER SKILLS INSTITUTE,NCD,,,,,,
25024263,INSTITUTO DE BANCA Y COMERCIO-FAJARDO,NCD,,,,,,
24969810,ATI CAREER TRAINING CENTER-OAKLAND PARK,2-year,,,,,0.045,0.591
24968810,ATI CAREER TRAINING CENTER-MIAMI,2-year,,,,,0.045,0.591
25024303,SONORAN WINGS FLIGHT TRAINING CENTER,NCD,,,,,,
24967423,ANTHEM COLLEGE-MINNESOTA,2-year,,,,,,
24967413,HARRINGTON COLLEGE OF DESIGN,2-year,1.0,1.0,1.0,1.0,0.0,1.0
24966510,ATI CAREER TRAINING CENTER-FT LAUDERDALE,2-year,,,,,0.045,0.591
24976438,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE INC,2-year,,1.0,,1.0,0.5,0.5
24995425,COLORADO TECHNICAL UNIVERSITY,2-year,,,,,0.0,1.0
249F4435,ATS INSTITUTE OF TECHNOLOGY,2-year,,,,,,
249A4438,SANFORD-BROWN INSTITUTE-PITTSBURGH,2-year,,1.0,,1.0,1.0,0.0
25021249,WISCONSIN AVIATION FOUR LAKES INC,NCD,,,,,,
249A1438,ERIE BUSINESS CENTER-NEW CASTLE,2-year,,1.0,,1.0,,
25021630,BERKEL TRAINING INSTITUTE,NCD,,,,,,
24999435,BROWN MACKIE COLLEGE-NORTH CANTON,2-year,,0.6,,0.8,0.2,0.2
24999410,FLORIDA MEDICAL TRAINING INSTITUTE-CORAL SPRINGS,2-year,1.0,0.857,1.0,0.857,0.158,0.632
25021849,KAPLAN COLLEGE-MILWAUKEE,NCD,,,,,,
24983438,OAKBRIDGE ACADEMY OF ARTS,2-year,,,,,1.0,0.0
25022020,NAVY ANNAPOLIS FLIGHT CENTER INC,NCD,,,,,,
249A6410,FLORIDA MEDICAL TRAINING INSTITUTE-MELBOURNE,2-year,1.0,0.857,1.0,0.857,0.158,0.632
24995410,FORTIS COLLEGE-TAMPA,2-year,,,,,,
24994638,ANTHEM INSTITUTE-SPRINGFIELD,2-year,,,,,,
25022111,THE FLIGHT SCHOOL OF GWINNETT INC,NCD,,,,,,
25022149,AMERICAN INSTITUTE OF TAXIDERMY,NCD,,0.0,,0.0,,
25022311,PROFESSIONAL ACADEMY OF BARBERS,NCD,,,,,0.0,
24992425,SANFORD BROWN COLLEGE-ST LOUIS,2-year,,,,,0.0,1.0
25022611,AMERICAN FLYERS (WITHDRAWN),NCD,,,,,,
24987438,PENNSYLVANIA SCHOOL OF BUSINESS,2-year,,,,,,
25022711,ATHENS INSTITUTE FOR MASSAGE,NCD,,,,,,
25022016,XENON INTERNATIONAL ACADEMY-OLATHE,NCD,,,,,,
25002406,TYJ GLOBAL LLC,NCD,,,,,,
25009905,JOE BLASCO MAKEUP ARTIST TRAINING CENTER,NCD,,,,,,
25002907,MARINELLO SCHOOL OF BEAUTY-ENFIELD,NCD,,1.0,,1.0,,
25002827,COLLEGE OF HAIR DESIGN-EAST CAMPUS,NCD,,,,,,
25002645,TOUCHSTONE HEALING ARTS,NCD,,,,,,
25010828,ANTHEM COLLEGE,NCD,,,,,,
25010942,MR WAYNE'S SCHOOL OF UNISEX HAIR DESIGN,NCD,,,,,,
25002545,O'BRIENS AVEDA INSTITUTE,NCD,,,,,,
25011111,EVEREST INSTITUTE-MARIETTA,NCD,,1.0,,1.0,,
25016233,COMMERCIAL DRIVING SCHOOL INC ~ WITHDRAWN,NCD,,,,,,
25011411,EVEREST INSTITUTE (NORCROSS),NCD,,0.714,,1.0,,
25003545,BURLINGTON TECHNICAL CENTER,NCD,0.0,0.667,0.0,0.667,,
25011519,TRI-COUNTY EMS,NCD,,,,,,
25002050,BLISS CREEK OUTFITTERS,NCD,,,,,,
25011630,INSTITUTE OF LOGISTICAL MANAGEMENT,NCD,,,,,,
25002038,NATIONAL MASSAGE THERAPY INSTITUTE,NCD,,0.333,,0.5,0.0,
25011828,ELITE FLIGHT TRAINING AND MANAGEMENT,NCD,,,,,,
25001934,"COMMUNITY AMBULANCE SERVICE OF MINOT, INC",NCD,,0.0,,0.0,,
25001850,WINGS OF WYOMING,NCD,,,,,,
25001848,O V TRUCK DRIVER TRAINING SCHOOL LLC,NCD,,0.0,,0.5,,
25002420,WASHINGTON SCHOOL OF PHOTOGRAPHY,NCD,,,,,,
25007511,GREAT SOUTHERN DRIVING ACADEMY LLC,NCD,,0.0,,0.0,,
25006126,WESTERN MONTANA SCHOOL FOR GUIDES,NCD,,0.0,,1.0,,
25006744,MOUNTAIN RIDGE HELICOPTERS LLC,NCD,,,,,,
25006020,AARON'S ACADEMY OF BEAUTY,NCD,,,,,,
25005911,AMERICAN NATIONAL COLLEGE,NCD,,,,,,
25005904,CAREER ACADEMY OF HAIR DESIGN,NCD,,,,,,
25006837,BELLA INSTITUTE SCHOOL OF COSMETOLOGY,NCD,,,,,,
25006941,PROFESSIONAL HOME INSPECTION INSTITUTE,NCD,,,,,,
25005137,EVEREST INSTITUTE-TIGARD,NCD,,1.0,,1.0,,
25008933,DILLONS AVIATION INC,NCD,,,,,,
25007437,ANTHEM COLLEGE-PORTLAND,NCD,,,,,,
25003526,MISSOULA EMERGENCY SERVICES,NCD,,,,,,
25007526,SUMMIT AVIATION INC,NCD,,,,,,
25004519,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,NCD,,,,,,
25008026,BEAR PAW OUTFITTERS GUIDE AND PACKER SCHOOL,NCD,,,,,,
25008030,ANTHEM INSTITUTE-CHERRY HILL,NCD,,1.0,,1.0,,
25008041,DESAREE AND COMPANY SCHOOL OF BEAUTY,NCD,,,,,,
25008130,INSTITUTE FOR THERAPEUTIC MASSAGE,NCD,,,,,,
25008141,TEACHOUT INC,NCD,,,,,,
25003930,HELICOPTER FLIGHT SERVICES,NCD,,,,,,
25001803,ARIZONA SCHOOL OF POLYGRAPH SCIENCE,NCD,,0.0,,0.0,,
25005003,CHANDLER AIR SERVICE INC,NCD,,,,,,
249H8143,REMINGTON COLLEGE DALLAS CAMPUS,2-year,,0.875,,1.0,0.105,0.789
25001826,HUBBARD'S GUIDE ACADEMY,NCD,,,,,,
249M3543,ANTHEM COLLEGE-IRVING,2-year,,,,,,
249M2243,SANFORD-BROWN COLLEGE-HOUSTON NORTH LOOP,2-year,,,,,0.0,1.0
249L9143,PLATT COLLEGE-DALLAS,2-year,,,,,,
25014519,PRODRIVE DRIVER DEVELOPMENT SERVICES,NCD,,0.0,,0.0,,
249K8143,ALLIED HEALTH CAREERS,2-year,,,,,0.25,0.75
25014533,FLYRIGHT INC,NCD,,,,,,
25014711,SAVANNAH SCHOOL OF COSMETOLOGY,NCD,,,,,,
25014003,BRILLARE HAIRDRESSING ACADEMY,NCD,,,,,,
25015203,K & S AVIATION SERVICES INC,NCD,,,,,,
25013920,SANFORD BROWN INSTITUTE-LANDOVER,NCD,,,,,,
25015330,ARTHUR MCNEIL INSTITUTE,NCD,,,,,,
249H6435,LAKEWOOD COLLEGE,2-year,,,,,,
249H6143,THE ART INSTITUTE OF DALLAS A CAMPUS OF SOUTH UNIVERSITY,2-year,0.75,0.571,0.8,0.714,0.172,0.638
249H5435,KAPLAN COLLEGE-CINCINNATI,2-year,,,,,0.0,0.667
249H1435,STRAYER UNIVERSITY - COLUMBUS CAMPUS,2-year,0.333,0.0,1.0,1.0,0.0,0.955
249G9435,KAPLAN CAREER INSTITUTE - BROOKLYN,2-year,,,,,,
25015433,THE HAIR DESIGN SCHOOL-DURHAM,NCD,,,,,,
249G3435,MIAMI-JACOBS CAREER COLLEGE,2-year,,,,,0.0,0.5
249F9435,AKRON INSTITUTE,2-year,,,,,0.0,1.0
249I1143,ATI CAREER TRAINING CENTER-DALLAS,2-year,,,,,0.045,0.591
25012903,TRANSPAC AVIATION ACADEMY,NCD,,,,,,
24963423,DULUTH BUSINESS UNIVERSITY INC,2-year,,,,,0.0,1.0
25012133,TRADEWIND AVIATION INTERNATIONAL,NCD,,,,,,
25001726,ALTERED SKIN LLC,NCD,,1.0,,1.0,,
25001711,STEP ONE HEALTH AGENCY,NCD,,,,,,
25012230,HOLTZ LEARNING CENTERS LTD,NCD,,,,,,
25001648,PIA CAREER SERVICES-WEIRTON,NCD,,1.0,,1.0,,
25012430,CDM INSTITUTE,NCD,,,,,,
25001411,MEDTECH COLLEGE,NCD,,1.0,,1.0,,
25014005,ADRIAN'S COLLEGE OF BEAUTY TURLOCK,NCD,,,,,,
25012822,EVEREST INSTITUTE-DETROIT,NCD,,,,,,
25001816,WICHITA TECHNICAL INSTITUTE-WICHITA,NCD,,0.808,,0.885,,
25012933,AMERICAN ACADEMY OF MAGNETIC RESONANCE IMAGING,NCD,,,,,,
25001002,CENTER FOR EMPLOYMENT EDUCATION,NCD,0.333,0.0,1.0,1.0,,
25000844,HAIRITAGE HAIR ACADEMY,NCD,,,,,,
25013020,ASPEN BEAUTY ACADEMY INC,NCD,,,,,,
25000537,SUMNER COLLEGE,NCD,,0.5,,1.0,,
25013533,TRIAD AIR INC D.B.A PIEDMONT FLIGHT TRAINING SCHOOL,NCD,,,,,,
25000338,EAST COAST INSTITUTE OF TAXIDERMY,NCD,,,,,,
25013542,PLAZA BEAUTY SCHOOL,NCD,,,,,,
25000139,NEW HORIZONS COMPUTER LEARNING CENTER OF RHODE ISLAND,NCD,,,,,,
25012530,AV TECH INSTITUTE OF TECHNOLOGY,NCD,,,,,,
25045529,STELLACON CORPORATION,NCD,,,,,,
25042529,LNA HEALTH CAREERS LLC,NCD,,,,,,
24916611,EVEREST INSTITUTE-NORCROSS,2-year,,0.714,,1.0,,
25043021,EVEREST INSTITUTE-BRIGHTON,NCD,,0.0,,1.0,,
24916417,BECKFIELD COLLEGE,2-year,0.333,0.0,1.0,1.0,0.0,0.955
24916411,EVEREST INSTITUTE-DEKALB,2-year,,,,,0.083,0.583
24916048,EVEREST INSTITUTE-CROSS LANES,2-year,,0.667,,0.833,,
24916025,EVEREST COLLEGE SPRINGFIELD,2-year,,1.0,,1.0,0.429,0.0
24915417,LINCOLN COLLEGE OF TECHNOLOGY-FLORENCE,2-year,,,,,0.0,0.0
25024542,NEW CONCEPTS SCHOOL OF COSMETOLOGY,NCD,,,,,,
25045321,EMPIRE BEAUTY SCHOOL-LOWELL,NCD,,,,,,
25042025,ST CHARLES FLYING SERVICE INC,NCD,,,,,,
24912403,PIMA MEDICAL INSTITUTE - TUCSON,2-year,,0.583,,0.917,0.154,0.462
24912015,KAPLAN UNIVERSITY-COUNCIL BLUFFS,2-year,,,,,0.0,1.0
25047121,MILDRED ELLEY-PITTSFIELD CAMPUS,NCD,,,,,,
25047213,PIVOT POINT ACADEMY - EVANSTON,NCD,,0.0,,0.0,,
25047536,PONCA CITY BEAUTY COLLEGE,NCD,,,,,,
25047936,GREEN COUNTRY TECHNOLOGY CENTER,NCD,,,,,0.0,
25048636,PLATT COLLEGE-LAWTON,NCD,,0.0,,1.0,,
25049443,TEXAS SCHOOL OF BUSINESS-SOUTHWEST,NCD,,,,,,
24915403,LAMSON COLLEGE,2-year,,,,,0.0,1.0
24920417,BROWN MACKIE COLLEGE - NORTHERN KENTUCKY,2-year,0.333,0.0,1.0,1.0,0.0,0.955
24924048,WEST VIRGINIA BUSINESS COLLEGE-WHEELING,2-year,,,,,0.0,1.0
24923442,DAYMAR INSTITUTE - NASHVILLE,2-year,,1.0,,1.0,0.2,0.8
24923417,DAYMAR COLLEGE (LOUISVILLE),2-year,,1.0,,1.0,,
24923414,KAPLAN COLLEGE-INDIANAPOLIS,2-year,,1.0,,1.0,0.0,0.667
24922442,DAYMAR INSTITUTE - CLARKSVILLE,2-year,1.0,0.936,1.0,0.957,0.024,0.829
25038943,AMERICAN COMMERCIAL COLLEGE-SAN ANGELO,NCD,,,,,0.0,
25039646,COLUMBIA SCHOOL OF BROADCASTING,NCD,,,,,,
25040343,AMERICAN COMMERCIAL COLLEGE-ABILENE,NCD,,,,,,
25042043,ITS ACADEMY OF BEAUTY #7,NCD,,1.0,,1.0,,
25040613,ETI SCHOOL OF SKILLED TRADES,NCD,,1.0,,1.0,,
24917417,SULLIVAN COLLEGE OF TECHNOLOGY AND DESIGN,2-year,,1.0,,1.0,0.0,1.0
25040746,BECOME NEW BEAUTY INSTITUTE & SALON,NCD,,,,,,
24919432,OLEAN BUSINESS INSTITUTE,2-year,,,,,,
24919420,KAPLAN UNIVERSITY - HAGERSTOWN,2-year,,,,,0.0,0.714
24919414,KAPLAN COLLEGE-MERRILLVILLE,2-year,,1.0,,1.0,0.0,1.0
25041140,CENTURA COLLEGE - COLUMBIA,NCD,,1.0,,1.0,,
25041143,CAE SIMUFLITE INC,NCD,,,,,,
25041446,TROJAN BEAUTY & BARBER COLLEGE,NCD,,,,,,
25041646,NEXTEC,NCD,,,,,,
24910415,KAPLAN UNIVERSITY - MASON CITY,2-year,0.0,1.0,1.0,1.0,0.0,0.0
24921405,FASHION CAREERS COLLEGE,2-year,,,,,0.0,1.0
25058043,ATI CAREER TRAINING CENTER N RICHLAND HILLS,NCD,,,,,0.333,
24910463,UNIVERSAL CAREER COMMUNITY COLLEGE,2-year,,,,,0.0,1.0
25055413,EVEREST COLLEGE-SKOKIE,NCD,,,,,,
25055546,PROFESSIONAL BARBER AND BEAUTY SCHOOL,NCD,,,,,,
24907427,MYOTHERAPY INSTITUTE,2-year,,,,,,
24907403,ANTHEM COLLEGE - PHOENIX,2-year,0.0,0.286,0.0,0.857,0.0,0.5
25056213,ACADEMY OF DOG GROOMING ARTS,NCD,,,,,,
25057013,THE NEW SCHOOL FOR MASSAGE BODYWORK & HEALING,NCD,,,,,,
25057643,FORTIS COLLEGE HOUSTON SOUTH,NCD,,0.667,,1.0,,
24907446,EVEREST COLLEGE-ARLINGTON,2-year,,,,,0.0,1.0
24906415,KAPLAN UNIVERSITY - CEDAR FALLS,2-year,,0.5,,1.0,0.0,0.5
24907449,MADISON MEDIA INSTITUTE,2-year,,1.0,,1.0,0.0,0.6
25058046,"AVIATION ADVENTURES, LLC",NCD,,,,,,
25058305,NEWBRIDGE COLLEGE-SANTA ANA,NCD,,,,,,
24905425,SANFORD BROWN COLLEGE-SAINT PETERS,2-year,,,,,0.0,0.5
24905415,KAPLAN UNIVERSITY - DAVENPORT,2-year,0.814,0.778,0.907,0.889,0.667,0.333
24905414,HARRISON COLLEGE-MUNCIE,2-year,1.0,0.9,1.0,1.0,0.214,0.464
25058643,HELICOPTER EXPERTS INC,NCD,,,,,,
25058646,BLUE RIDGE SCHOOL OF MASSAGE AND YOGA,NCD,,,,,,
25059146,"NEW KENT AVIATION, LLC",NCD,,,,,,
25059305,CAREER COLLEGES OF AMERICA,NCD,,0.0,,1.0,0.0,
25057813,ILLINOIS SCHOOL OF HEALTH CAREERS,NCD,,,,,,
25053802,ALYESKA HELICOPTERS,NCD,,,,,,
24925414,AVIATION INSTITUTE OF MAINTENANCE,2-year,,0.938,,1.0,,
25051721,MARINELLO SCHOOL OF BEAUTY-NORTHAMPTON,NCD,,1.0,,1.0,,
24909463,UNIVERSAL CAREER COMMUNITY COLLEGE-MANATI,2-year,,,,,,
24909438,PITTSBURGH INSTITUTE OF AERONAUTICS,2-year,,0.969,,0.969,0.0,0.846
25051918,GRETNA CAREER COLLEGE,NCD,,,,,,
25052343,TEXAS ALLBREED GROOMING SCHOOL INC,NCD,,0.0,,0.0,,
24909427,OMAHA SCHOOL OF MASSAGE AND HEALTHCARE OF HERZING UNIVERSITY,2-year,,1.0,,1.0,,
24909415,KAPLAN UNIVERSITY - URBANDALE DES MOINES,2-year,1.0,0.6,1.0,1.0,0.375,0.5
25055046,INSYTE COMPUTER EDUCATION,NCD,,,,,,
25053346,CULPEPER COSMETOLOGY TRAINING CENTER,NCD,,,,,,
24910447,ITT TECHNICAL INSTITUTE - SPOKANE,2-year,,0.778,,0.778,0.4,0.3
25054121,NEW HORIZONS CLC BOSTON LLC,NCD,,,,,,
24908463,UNIVERSAL CAREER COMMUNITY COLLEGE-SAN JUAN CAMPUS,2-year,,,,,0.0,1.0
24908419,NEW ENGLAND SCHOOL OF COMMUNICATIONS,2-year,0.0,,1.0,,0.0,1.0
24908415,KAPLAN UNIVERSITY - CEDAR RAPIDS,2-year,0.0,0.0,1.0,0.667,0.833,0.167
25054646,AMERICAN HELICOPTERS INC,NCD,,,,,,
25054846,DOMINION SCHOOL OF HAIR DESIGN,NCD,,1.0,,1.0,,
24908132,BUSINESS INFORMATICS CENTER INC,2-year,,,,,0.0,1.0
24907614,HARRISON COLLEGE - EVANSVILLE,2-year,1.0,0.9,1.0,1.0,0.214,0.464
25054946,HARGRAVE MILITARY ACADEMY,NCD,,,,,,
25052718,JPS AVIATION LLC,NCD,,,,,,
25030606,AMERICAN MOUNTAIN GUIDES ASSOCIATION,NCD,,0.0,,0.0,,
24938406,KAPLAN COLLEGE-DENVER,2-year,,0.0,,0.5,0.0,0.667
24951442,ANTHEM CAREER COLLEGE-NASHVILLE,2-year,,0.5,,1.0,0.0,0.5
25028909,INTERNATIONAL LANGUAGE INSTITUTE,NCD,,,,,,
25029406,MCAIR AVIATION,NCD,,,,,,
25029822,TWIN CITY BEAUTY COLLEGE,NCD,,,,,,
24946538,WELDER TRAINING & TESTING INSTITUTE,2-year,,1.0,,1.0,,
25029942,SOUTHEASTERN INSTITUTE-WITHDRAWN,NCD,,1.0,,1.0,,
25029963,ISLA GRANDE FLYING SCHOOL AND SERVICE CORP,NCD,,,,,,
24953146,SKYLINE COLLEGE,2-year,,1.0,,1.0,0.0,0.8
24945605,COMMUNITY CHRISTIAN COLLEGE (SUSPENDED),2-year,,1.0,,1.0,0.0,1.0
25027642,PREPARE TO CARE TRAINING CENTER LLC,NCD,,0.0,,0.0,,
24944447,ITT TECHNICAL INSTITUTE - SEATTLE,2-year,,0.909,,0.97,0.171,0.268
24943503,ARIZONA COLLEGE - MESA,2-year,,0.2,,1.0,0.0,1.0
24943025,AVIATION INSTITUTE OF MAINTENANCE-KANSAS CITY,2-year,,1.0,,1.0,,
25031211,CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY (CAMBRIDGE),NCD,,,,,,
25031401,Z (W/D)DOUBLE BRIDGES AVIATION LLC,NCD,,,,,,
24941405,AVIATION AND ELECTRONIC SCHLS OF AMERICA,2-year,,,,,0.0,0.143
24940431,ANAMARC COLLEGE-SANTA TERESA,2-year,,,,,,
25032111,SAE INSTITUTE OF TECHNOLOGY-ATLANTA,NCD,,0.8,,0.9,,
25038501,NORTH ALABAMA WELLNESS SCHOOL OF MASSAGE,NCD,,1.0,,1.0,,
25030009,INTERCONNECT INC,NCD,,,,,,
24958146,ECPI UNIVERSITY - MANASSAS,2-year,0.859,0.789,0.945,0.883,0.312,0.417
25059313,ATS PROFESSIONAL TRUCK DRIVING SCHOOL,NCD,,,,,,
24962447,EVEREST COLLEGE-VANCOUVER,2-year,,1.0,,1.0,0.0,0.333
24962113,FOX COLLEGE,2-year,,,,,,
24961046,INSTITUTE OF ADVANCED MEDICAL ESTHETICS,2-year,,,,,,
25025023,MINNESOTA SCHOOL OF BEAUTY,NCD,,1.0,,1.0,,
24960846,HERITAGE INSTITUTE,2-year,,,,,0.0,1.0
24960442,NATIONAL COLLEGE OF BUSINESS & TECHNOLOGY - BRISTOL,2-year,0.0,0.917,0.0,0.917,0.214,0.357
24960346,ACT COLLEGE,2-year,,,,,0.0,0.5
24952442,REMINGTON COLLEGE - MEMPHIS,2-year,0.333,0.0,1.0,1.0,0.0,0.955
24958438,EVEREST INSTITUTE-PITTSBURGH,2-year,,0.0,,0.0,0.333,0.0
24938405,TRAVEL UNIVERSITY INTERNATIONAL,2-year,,,,,0.0,0.0
25025803,EMPIRE BEAUTY SCHOOL-PARADISE VALLEY,NCD,,,,,,
24957011,EVEREST COLLEGE - GREENBRIAR,2-year,,,,,,
25026203,EMPIRE BEAUTY SCHOOL-NORTH TUCSON,NCD,,,,,,
25026303,BRILLARE HAIRDRESSING ACADEMY,NCD,,,,,,
25026603,ALLEN SCHOOL,NCD,,0.333,,1.0,,
25026842,LAB FOUR CAREER TRAINING INSTITUTE WITHDRAWN,NCD,,,,,,
25027003,LS CODING & EDUCATION LLC,NCD,,,,,,
25027203,AUTOMOTIVE DEALERSHIP INSTITUTE,NCD,,,,,,
25027442,WELDING 101 LLC - WITHDRAWN,NCD,,,,,,
24958447,ITT TECHNICAL INSTITUTE - EVERETT,2-year,,0.933,,1.0,0.263,0.368
25037046,NATIONAL MASSAGE THERAPY INSTITUTE,NCD,,0.333,,0.5,0.0,
24940401,REMINGTON COLLEGE MOBILE,2-year,,1.0,,1.0,0.333,0.5
25035713,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY INC,NCD,,,,,,
24930405,NATIONAL POLYTECHNIC COLLEGE OF SCIENCE,2-year,,,,,,
25035906,BLACKFOX TRAINING INSTITUTE,NCD,,,,,,
24929432,UTICA SCHOOL OF COMMERCE,2-year,,1.0,,1.0,0.0,0.667
25036006,PRANA YOGA & AYURVEDA MANDALA TRAINING CENTER,NCD,,,,,,
24929404,REMINGTON COLLEGE LITTLE ROCK,2-year,,1.0,,1.0,0.5,0.0
25036506,EXCEL DRIVER SERVICES,NCD,,,,,,
25035311,EVEREST COLLEGE-ATLANTA WEST,NCD,,0.4,,0.7,,
25036906,NEXT DIMENSION TRAINING,NCD,,,,,,
25006311,ASHWORTH UNIVERSITY,NCD,,,,,,
25037307,NEW HORIZONS COMPUTER LEARNING CENTER-CT-BLOOMFIELD,NCD,,,,,,
24926748,ROBERT C BYRD INSTITUTE,2-year,,,,,,
24926417,DAYMAR COLLEGE,2-year,0.333,0.0,1.0,1.0,0.0,0.955
25037743,ITS ACADEMY OF BEAUTY 18,NCD,,1.0,,1.0,,
25038107,INDEPENDENT CT PETROLEUM ASSN TECHNICAL EDUCATION CENTER,NCD,,1.0,,1.0,,
25038143,SCHOOL OF AUTOMOTIVE MACHINISTS,NCD,,1.0,,1.0,,
24925440,SOUTH UNIVERSITY,2-year,0.833,0.929,0.917,0.929,0.0,0.941
24925417,BROWN MACKIE COLLEGE -LOUISVILLE,2-year,1.0,0.923,1.0,0.923,0.0,1.0
24963438,ERIE BUSINESS CENTER-ERIE,2-year,,,,,0.0,0.0
25036643,CREW PILOT TRAINING,NCD,,,,,,
24932421,SANFORD-BROWN COLLEGE-BOSTON,2-year,,,,,,
24938401,HERZING UNIVERSITY-BIRMINGHAM,2-year,,,,,0.333,0.667
24937406,EVEREST COLLEGE-COLORADO SPRINGS,2-year,,0.921,,0.974,0.238,0.571
24936438,NEWPORT BUSINESS INSTITUTE-WILLIAMSPORT,2-year,,,,,,
25033232,"BELL CURVES, LLC.",NCD,,,,,,
24936025,ANTHEM COLLEGE-KANSAS CITY,2-year,,,,,,
24934417,DAYMAR COLLEGE-PADUCAH MAIN,2-year,,,,,,
24934406,EVEREST COLLEGE-AURORA,2-year,,1.0,,1.0,0.0,0.6
25033507,PREMIER FLIGHT CENTER LLC,NCD,,,,,,
