ope id,institution name,trade name,city,state,institution type,status,approval date
"""01164481""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-LONDON CAMPUS,,"London,",,Additional Location,,07/09/2014 13:56
"""01164482""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-MILDENHALL CAMPUS,,Suffolk,,Additional Location,,07/09/2014 13:56
"""01164483""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-ST MAWGAN CAMPUS,,"Newquay, Cornwall",,Additional Location,,07/09/2014 13:56
"""01164484""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-YOKOTA,,Tokyo,,Additional Location,,07/09/2014 13:56
"""01164485""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-WOOMERA CAMPUS,,"Woomera, SA   5720",,Additional Location,,07/09/2014 13:56
"""01164486""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - GUAM CAMPUS - ANDERSEN AFB,,Fpo AP,GU,Additional Location,,07/09/2014 13:56
"""01164487""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - ATSUGI CAMPUS,,Kanagawa-ken,,Additional Location,,07/09/2014 13:56
"""01164488""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP ZAMA CAMPUS,,Apo AP,,Additional Location,,07/09/2014 13:56
"""01164489""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-YOKOSUKA CAMPUS,,Kangawa-ken,,Additional Location,,07/09/2014 13:56
"""01164490""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-SASEBO CAMPUS,,Nagaski-ken,,Additional Location,,07/09/2014 13:56
"""01164491""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-MISAWA CAMPUS,,Aomori-ken,,Additional Location,,07/09/2014 13:56
"""01164492""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-IWAKUNI CAMPUS,,Yamaguchi-ken,,Additional Location,,07/09/2014 13:56
"""01164493""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-CAMP HUMPHRIES CAMPUS,,"Pyongtack, Kyonggi-do",,Additional Location,,07/09/2014 13:56
"""01164494""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-K-16 CAMPUS,,Songnam,,Additional Location,,07/09/2014 13:56
"""01164495""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-CAMP HOWZE CAMPUS,,Munsan,,Additional Location,,07/09/2014 13:56
"""01164496""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP HOVEY CAMPUS,,Apo AP,,Additional Location,,07/09/2014 13:56
"""01164497""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP HIALEH CAMPUS,,Pusan,,Additional Location,,07/09/2014 13:56
"""01164498""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE-CAMP HENRY CAMPUS,,"Taegu, Kyongsanbuk-do",,Additional Location,,07/09/2014 13:56
"""01164499""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP GREAVES CAMPUS,,"Munsan, Kyonggi-do",,Additional Location,,07/09/2014 13:56
"""11164402""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - GEILENKIRCHEN,,Geilenkirchen,,Additional Location,,07/09/2014 13:56
"""11164403""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - LISBON,,Lisbon,,Additional Location,,07/09/2014 13:56
"""11164404""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP GARRY OWEN,,Apo AP,,Additional Location,,07/09/2014 13:56
"""11164406""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP CARROLL,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164407""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP STANLEY,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164408""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE -  CAMP CASEY WEST,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164409""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - YONGSAN,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164410""","UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - OSAN AB, SONLAN",,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164412""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP COLBERN,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164413""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP RED CLOUD,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164414""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP PAGE,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164415""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - KUNSAN AB,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164416""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP LONG,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164418""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE -  KWAJAELEIN,,"Apo, AP",MH,Additional Location,,07/09/2014 13:56
"""11164419""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP FOSTER,,Fpo AP,,Additional Location,,07/09/2014 13:56
"""11164420""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP COURTNEY,,"Fpo, AP",,Additional Location,,07/09/2014 13:56
"""11164421""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - FUTENMA MCAS,,Fpo AP,,Additional Location,,07/09/2014 13:56
"""11164422""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP HANSEN,,Fpo AP,,Additional Location,,07/09/2014 13:56
"""11164423""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - KADENA AB,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164424""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP KINSER,,Fpo AP,,Additional Location,,07/09/2014 13:56
"""11164425""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - OKINAWA NAVY GATE4/SHIELDS,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164426""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP SCHWAB,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164427""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - TORII STATION,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164428""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - SINGAPORE,,"Fpo, AP",,Additional Location,,07/09/2014 13:56
"""11164429""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - THAILAND AMERICAN EMBASSY,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164430""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - ANNAPOLIS CENTER,,Annapolis,MD,Additional Location,,07/09/2014 13:56
"""11164431""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - USM SHADY GROVE CENTER,,Rockville,MD,Additional Location,,07/09/2014 13:56
"""11164432""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - ANDREWS AIRFORCE BASE,,Andrews AFB,MD,Additional Location,,07/09/2014 13:56
"""11164433""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - COLLEGE PARK,,Adelphi,MD,Additional Location,,07/09/2014 13:56
"""11164434""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - FORT MEAD,,Fort Meade,MD,Additional Location,,07/09/2014 13:56
"""11164435""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - BOLLING AIR FORCE BASE,,Bolling AFB,DC,Additional Location,,07/09/2014 13:56
"""11164437""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - WALDORF CENTER,,Waldorf,MD,Additional Location,,07/09/2014 13:56
"""11164441""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - EAGLE BASE (TUZLA MAIN),,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164443""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - COMNAVMAR,,Fpo AP,GU,Additional Location,,07/09/2014 13:56
"""11164444""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - NCTS,,Fpo AP,GU,Additional Location,,07/09/2014 13:56
"""11164445""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - ALICE SPRINGS,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164446""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - SHAPE,,Shape,,Additional Location,,07/09/2014 13:56
"""11164451""","UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - GAETA, US NAVAL SUPPORT",,Napoli,,Additional Location,,07/09/2014 13:56
"""11164453""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP MONTEITH,,Camp Monteith,,Additional Location,,07/09/2014 13:56
"""11164454""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - SUWON,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164456""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - BAGRAM,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164457""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - KABUL,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164458""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - KANDAHAR,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164459""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - SALERNO,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164460""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - MANAMA,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164462""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - SARAJEVO,,"Apo, AE",,Additional Location,,07/09/2014 13:56
"""11164463""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - BEIJING CHINA,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164464""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - GARMISCH,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164466""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - KUWAIT NAVAL BASE,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164467""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - STUTTGART-VAIHINGEN-PATCH,,"Apo, AE",,Additional Location,,07/09/2014 13:56
"""11164468""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - LARISA GREECE,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164469""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - SIGONELLA NAS 1,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164471""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP BUTLER - CAPS GRAD CT,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164472""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP FUJI,,"Apo, AP",,Additional Location,,07/09/2014 13:56
"""11164473""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP SHIELDS,,"Fpo, AP",,Additional Location,,07/09/2014 13:56
"""11164474""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - WHITE BEACH,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164475""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - YOKOHAMA,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164476""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - BONDSTEEL,,"Apo, AE",,Additional Location,,07/09/2014 13:56
"""11164477""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - ALI AL SALEM AB,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164478""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP ARIFJAN,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164479""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CAMP BUEHRING,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164480""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - KUWAIT-VIRGINIA,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164481""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - VOLKEL,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164482""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - QATAR-DOHA,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164483""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - CHINHAE,,Fpo AP,,Additional Location,,07/09/2014 13:56
"""11164484""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - KWANGJU,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164485""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - POHANG,,"Apo, AP 96328-0100",,Additional Location,,07/09/2014 13:56
"""11164486""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - MORON SPAIN,,"Apo, AE 09102",,Additional Location,,07/09/2014 13:56
"""11164487""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - QUANTICO,,Stafford,VA,Additional Location,,07/09/2014 13:56
"""11164488""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - NORFOLK,,Norfolk,VA,Additional Location,,07/09/2014 13:56
"""11164489""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - JOINT BASE LEWIS-MCCHORD,,Joint Base Lewis-McChord,WA,Additional Location,,07/09/2014 13:56
"""11164490""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - DORSEY STATION,,Elkridge,MD,Additional Location,,07/09/2014 13:56
"""11164491""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - ILLESHEIM,,Illesheim,,Additional Location,,07/09/2014 13:56
"""11164492""",UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - LAUREL COLLEGE CENTER,,Laurel,MD,Additional Location,,07/09/2014 13:56
"""00210400""","UNIVERSITY OF MARYLAND, BALTIMORE",,Baltimore,MD,Main Location,,09/30/2014 15:28
"""00210400""","UNIVERSITY OF MARYLAND, BALTIMORE",,Baltimore,MD,Additional Location,,09/30/2014 15:28
"""00210409""","UNIVERSITY OF MARYLAND, BALTIMORE - COLLEGE PARK",,College Park,MD,Additional Location,,09/30/2014 15:28
"""00210410""","UNIVERSITY OF MARYLAND, BALTIMORE - SHADY GROVE",,Rockville,MD,Additional Location,,09/30/2014 15:28
"""00210300""","UNIVERSITY OF MARYLAND, COLLEGE PARK",,College Park,MD,Main Location,,09/11/2014 21:31
"""00210300""","UNIVERSITY OF MARYLAND, COLLEGE PARK",,College Park,MD,Additional Location,,09/11/2014 21:31
"""00210301""","UNIVERSITY OF MARYLAND, COLLEGE PARK - SHADY GROVE",,Rockville,MD,Additional Location,,09/11/2014 21:31
"""00210304""","UNIVERSITY OF MARYLAND, COLLEGE PARK - CONNECTICUT PARK CENTER",,Silver Spring,MD,Additional Location,,09/11/2014 21:31
"""00210306""","UNIVERSITY OF MARYLAND, COLLEGE PARK - BALTIMORE CITY PUBLIC SCHOOL",,Baltimore,MD,Additional Location,,09/11/2014 21:31
"""00210312""","UNIVERSITY OF MARYLAND, COLLEGE PARK - MCDANIELS  COLLEGE",,Westminister,MD,Additional Location,,09/11/2014 21:31
"""00210313""","UNIVERSITY OF MARYLAND,, COLLEGE PARK - BALTIMORE",,Baltimore,MD,Additional Location,,09/11/2014 21:31
"""00210344""","UNIVERSITY OF MARYLAND, COLLEGE PARK - GERMANY",,69126 Heidlberg,,Additional Location,,09/11/2014 21:31
"""00210397""","UNIVERSITY OF MARYLAND, COLLEGE PARK - RONALD REAGAN",,Washington,DC,Additional Location,,09/11/2014 21:31
"""10210303""","UNIVERSITY OF MARYLAND, COLLEGE PARK - PEOPLE'S REPUBLIC OF CHINA",,Nanjing,,Additional Location,,09/11/2014 21:31
"""10210304""","UNIVERSITY OF MARYLAND, COLLEGE PARK - SILVER SPRING",,Silver Spring,MD,Additional Location,,09/11/2014 21:31
"""10210305""","UNIVERSITY OF MARYLAND, COLLEGE PARK - JESSUP",,Jessup,MD,Additional Location,,09/11/2014 21:31
"""10210306""","UNIVERSITY OF MARYLAND, COLLEGE PARK - FROSTBURG",,Frostburg,MD,Additional Location,,09/11/2014 21:31
"""10210307""","UNIVERSITY OF MARYLAND, COLLEGE PARK - HAGERSTOWN",,Hagerstown,MD,Additional Location,,09/11/2014 21:31
"""10210308""","UNIVERSITY OF MARYLAND, COLLEGE PARK - HEAT CENTER",,Aberdeen,MD,Additional Location,,09/11/2014 21:31
"""10210309""","UNIVERSITY OF MARYLAND, COLLEGE PARK - HOYER FAMILY CENTER",,Hyattsville,MD,Additional Location,,09/11/2014 21:31
"""10210310""","UNIVERSITY OF MARYLAND, COLLEGE PARK - GERMANTOWN",,Germantown,MD,Additional Location,,09/11/2014 21:31
"""10210311""","UNIVERSITY OF MARYLAND, COLLEGE PARK - MAGRUDER",,Rockville,MD,Additional Location,,09/11/2014 21:31
"""10210312""","UNIVERSITY OF MARYLAND, COLLEGE PARK - RICHARD MONTGOMERY",,Rockville,MD,Additional Location,,09/11/2014 21:31
"""10210314""","UNIVERSITY OF MARYLAND, COLLEGE PARK - SOUTHERN MARYLAND",,California,MD,Additional Location,,09/11/2014 21:31
"""10210315""","UNIVERSITY OF MARYLAND, COLLEGE PARK - EASTERN SHORE",,Princess Anne,MD,Additional Location,,09/11/2014 21:31
"""10210316""","UNIVERSITY OF MARYLAND, COLLEGE PARK - VTECH",,Blacksburg,VA,Additional Location,,09/11/2014 21:31
"""10210317""","UNIVERSITY OF MARYLAND, COLLEGE PARK - ZURICH",,Zurich,,Additional Location,,09/11/2014 21:31
"""10210318""","UNIVERSITY OF MARYLAND, COLLEGE PARK - HIGHER ED IN LAUREL",,Laurel,MD,Additional Location,,09/11/2014 21:31
"""10210319""","UNIVERSITY OF MARYLAND, COLLEGE PARK - 16TH STREET NW",,Washington,DC,Additional Location,,09/11/2014 21:31
"""10210320""","UNIVERSITY OF MARYLAND, COLLEGE PARK - ELEANOR ROOSEVELT HIGH SCHOOL",,Greenbelt,MD,Additional Location,,09/11/2014 21:31
"""10210321""","UNIVERSITY OF MARYLAND, COLLEGE PARK -GREENBELT MIDDLE SCHOOL",,Greenbelt,MD,Additional Location,,09/11/2014 21:31
"""10210322""","UNIVERSITY OF MARYLAND, COLLEGE PARK - UNIVERSITY OF INTERNATIONAL BUS",,Chaoyang Dist. Beijing,,Additional Location,,09/11/2014 21:31
"""00222100""",UNIVERSITY OF MASSACHUSETTS - AMHERST,,Amherst,MA,Main Location,,09/27/2014 20:15
"""00222100""",UNIVERSITY OF MASSACHUSETTS - AMHERST,,Amherst,MA,Additional Location,,09/27/2014 20:15
"""00222101""",UNIVERSITY OF MASSACHUSETTS - AMHERST AT HOLYOKE COMMUNITY COLLEGE,,Holyoke,MA,Additional Location,,09/27/2014 20:15
"""00222102""",UNIVERSITY OF MASSACHUSETTS - AMHERST - BERKSHIRE MEDICAL CENTER,,Pittsfield,MA,Additional Location,,09/27/2014 20:15
"""00222103""",UNIVERSITY OF MASSACHUSETTS - AMHERST - WORCESTER CAMPUS,,Worcester,MA,Additional Location,,09/27/2014 20:15
"""00222104""",UNIVERSITY OF MASSACHUSETTS - AMHERST - SHREWSBURY,,Shrewsbury,MA,Additional Location,,09/27/2014 20:15
"""00222105""",UNIVERSITY OF MASSACHUSETTS - AMHERST - ME SMITH MIDDLE SCHOOL,,South Hadley,MA,Additional Location,,09/27/2014 20:15
"""00222106""",UNIVERSITY OF MASSACHUSETTS - AMHERST - GREENFIELD HIGH SCHOOL,,Greenfield,MA,Additional Location,,09/27/2014 20:15
"""00222107""",UNIVERSITY OF MASSACHUSETTS - AMHERST - TURNERS FALLS HIGH SCHOOL,,Turners Falls,MA,Additional Location,,09/27/2014 20:15
"""00222108""",UNIVERSITY OF MASSACHUSETTS - AMHERST - SPRINGFIELD CHESTNUT MIDDLE SC,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00222109""",UNIVERSITY OF MASSACHUSETTS - AMHERST - SPRINGFIELD CENTRAL HS,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00222110""",UNIVERSITY OF MASSACHUSETTS - AMHERST - SPRINGFIELD DUGGAN MIDDLE SCH,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00222111""",UNIVERSITY OF MASSACHUSETTS - AMHERST - SPRINGFIELD RENAISSANCE SCH,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00222112""",UNIVERSITY OF MASSACHUSETTS - AMHERST - SPRINGFIELD SCI & TECH HS,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00222113""",UNIVERSITY OF MASSACHUSETTS - AMHERST - CAPE COD CC,,West Barnstable,MA,Additional Location,,09/27/2014 20:15
"""00222114""",UNIVERSITY OF MASSACHUSETTS - AMHERST - HANCOCK SHAKER VILL PITTSFIELD,,Pittsfield,MA,Additional Location,,09/27/2014 20:15
"""00222115""",UNIVERSITY OF MASSACHUSETTS - AMHERST - HANCOCK SHAKER VILL - HANCOCK,,Hancock,MA,Additional Location,,09/27/2014 20:15
"""00222116""",UNIVERSITY OF MASSACHUSETTS - AMHERST -SPRINGFIELD KASPARIAN CENTER,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00222117""",UNIVERSITY OF MASSACHUSETTS - AMHERST - ROBERT M HUGHES ACADEMY,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00222118""",UNIVERSITY OF MASSACHUSETTS - AMHERST - CENTER AT SPRINGFIELD,,Springfield,MA,Additional Location,,09/27/2014 20:15
"""00216100""",UNIVERSITY OF MASSACHUSETTS - LOWELL,,Lowell,MA,Main Location,,12/12/2014 7:21
"""00216100""",UNIVERSITY OF MASSACHUSETTS - LOWELL,,Lowell,MA,Additional Location,,12/12/2014 7:21
"""00216117""",UNIVERSITY OF MASSACHUSETTS - LOWELL -,,Haverhill,MA,Additional Location,,12/12/2014 7:21
"""00222200""",UNIVERSITY OF MASSACHUSETTS AT BOSTON,,Boston,MA,Main Location,,09/17/2014 19:19
"""00222200""",UNIVERSITY OF MASSACHUSETTS AT BOSTON,,Boston,MA,Additional Location,,09/17/2014 19:19
"""00222201""",UNIVERSITY OF MASSACHUSETTS - BOSTON - HARBOR CAMPUS,,Boston,MA,Additional Location,,09/17/2014 19:19
"""00222202""",UNIVERSITY OF MASSACHUSETTS - BOSTON - CAPE COD COMMUNITY COLLEGE,,West Barnstable,MA,Additional Location,,09/17/2014 19:19
"""00221000""",UNIVERSITY OF MASSACHUSETTS AT DARTMOUTH,,North Dartmouth,MA,Main Location,,01/26/2015 15:40
"""00221000""",UNIVERSITY OF MASSACHUSETTS AT DARTMOUTH,,North Dartmouth,MA,Additional Location,,01/26/2015 15:40
"""00221001""",UNIVERSITY OF MASSACHUSETTS - DARTMOUTH - STAR STORE CAMPUS,,New Bedford,MA,Additional Location,,01/26/2015 15:40
"""00221002""",UNIVERSITY OF MASSACHUSETTS - DARTMOUTH - CAPE COD COMMUNITY COLLEGE,,West Barnstable,MA,Additional Location,,01/26/2015 15:40
"""00221003""",UNIVERSITY OF MASSACHUSETTS - DARTMOUTH - SMAST,,New Bedford,MA,Additional Location,,01/26/2015 15:40
"""00221004""",UNIVERSITY OF MASSACHUSETTS - DARTMOUTH - FALL RIVER,,Fall River,MA,Additional Location,,01/26/2015 15:40
"""00221006""",UNIVERSITY OF MASSACHUSETTS - DARTMOUTH - FAIRHAVEN CAMPUS,,Fairhaven,MA,Additional Location,,01/26/2015 15:40
"""00221007""",UNIVERSITY OF MASSACHUSETTS - DARTMOUTH - SCHOOL OF LAW,,North Dartmouth,MA,Additional Location,,01/26/2015 15:40
"""00350900""",UNIVERSITY OF MEMPHIS (THE),,Memphis,TN,Main Location,,08/07/2014 21:38
"""00350900""",UNIVERSITY OF MEMPHIS (THE),,Memphis,TN,Additional Location,,08/07/2014 21:38
"""00350902""",UNIVERSITY OF MEMPHIS (THE) - LAMBUTH CAMPUS,,Jackson,TN,Additional Location,,08/07/2014 21:38
"""00350903""",UNIVERSITY OF MEMPHIS (THE) - CECIL C. HUMPHREYS SCHOOL OF LAW,,Memphis,TN,Additional Location,,08/07/2014 21:38
"""00153600""",UNIVERSITY OF MIAMI,,Coral Gables,FL,Main Location,,08/21/2015 8:28
"""00153600""",UNIVERSITY OF MIAMI,,Coral Gables,FL,Additional Location,,08/21/2015 8:28
"""00153601""",UNIVERSITY OF MIAMI - SCHOOL OF LAW,,Coral Gables,FL,Additional Location,,08/21/2015 8:28
"""00153602""",UNIVERSITY OF MIAMI - SCHOOL OF MEDICINE,,Miami,FL,Additional Location,,08/21/2015 8:28
"""00153603""",UNIVERSITY OF MIAMI - ROSENSTIEL SCHOOL OF MARINE AND,,Key Biscayne,FL,Additional Location,,08/21/2015 8:28
"""00153605""",UNIVERSITY OF MIAMI- UNITED SPACE ALLIANCE BUILDING,,Cape Canaveral,FL,Additional Location,,08/21/2015 8:28
"""00153606""",UNIVERSITY OF MIAMI - PALM BEACH COMMUNITY COLLEGE,,Palm Beach Gardens,FL,Additional Location,,08/21/2015 8:28
"""00153622""",UNIVERSITY OF MIAMI - R.F KRAVIS CENTER OF PERFORMING ARTS,,West Palm Beach,FL,Additional Location,,08/21/2015 8:28
"""00153624""",UNIVERSITY OF MIAMI - PUERTO RICO MANUFACTURERS ASSOCIATION (PRMA),,Guaynabo,PR,Additional Location,,08/21/2015 8:28
"""00232500""",UNIVERSITY OF MICHIGAN,,Ann Arbor,MI,Main Location,,09/27/2014 20:11
"""00232500""",UNIVERSITY OF MICHIGAN,,Ann Arbor,MI,Additional Location,,09/27/2014 20:11
"""00232501""",UNIVERSITY OF MICHIGAN-ANN ARBOR - SCHOOL OF MEDICINE,,Ann Arbor,MI,Additional Location,,09/27/2014 20:11
"""00232502""",UNIVERSITY OF MICHIGAN-ANN ARBOR - SCHOOL OF DENTISTRY,,Ann Arbor,MI,Additional Location,,09/27/2014 20:11
"""00232503""",UNIVERSITY OF MICHIGAN-ANN ARBOR - SCHOOL OF LAW,,Ann Arbor,MI,Additional Location,,09/27/2014 20:11
"""00232509""",UNIVERSITY OF MICHIGAN- ANN ARBOR-  INTERCONTINENTAL HOTEL,,Los Angeles,CA,Additional Location,,09/27/2014 20:11
"""00232600""",UNIVERSITY OF MICHIGAN - DEARBORN,,Dearborn,MI,Main Location,,09/19/2014 0:41
"""00232600""",UNIVERSITY OF MICHIGAN - DEARBORN,,Dearborn,MI,Additional Location,,09/19/2014 0:41
"""00232601""",UNIVERSITY OF MICHIGAN - DEARBORN - TACOM,,Warren,MI,Additional Location,,09/19/2014 0:41
"""00232602""",UNIVERSITY OF MICHIGAN - DEARBORN - FORD BSE (ME),,Dearborn,MI,Additional Location,,09/19/2014 0:41
"""00232603""",UNIVERSITY OF MICHIGAN - DEARBORN - HONG KONG UNIVSERSITY SCHOOL,,Hong Kong,,Additional Location,,09/19/2014 0:41
"""00232700""",UNIVERSITY OF MICHIGAN - FLINT,,Flint,MI,Main Location,,09/27/2014 20:11
