FACILITY NO.,SCHOOL NAME,STATION,COUNT OF ADV PAY STUDENTS,COUNT OF REG STUDENTS,TOTAL COUNT OF STUDENTS, TOTAL PAID                          
25010603,CORTIVA INSTITUTE-SCOTTSDALE                                          ,345,0,7,7,$63.00 
25010803,AMERICAN INSTITUTE OF TRUCKING                                        ,345,0,39,39,$351.00 
25012203,QUANTUM HELICOPTERS INC                                               ,345,0,1,1,$9.00 
25013503,DISCOVERY DETECTIVE ACADEMY                                           ,345,0,2,2,$18.00 
25014103,NEW HORIZONS CLC-TUCSON                                               ,345,0,26,26,$234.00 
25014803,ARIZONA SCHOOL OF INTEGRATIVE STUDIES-CLARKDALE                       ,345,0,3,3,$27.00 
25015503,UNIVERSAL BARBER COLLEGE                                              ,345,0,15,15,$135.00 
25016003,SONORAN WINGS FLIGHT CONTROL ACADEMY                                  ,345,0,2,2,$18.00 
25016903,ARIZONA HEART FOUNDATION                                              ,345,0,2,2,$18.00 
25017203,HOLLYWOOD BARBER COLLEGE                                              ,345,0,1,1,$9.00 
25017503,INTERFACE TECHNICAL TRAINING                                          ,345,0,5,5,$45.00 
25017703,TUCSON SCHOOL OF HORSESHOEING                                         ,345,0,3,3,$27.00 
25018303,ARIZONA SCHOOL OF MASSAGE THERAPY-TEMPE                               ,345,0,13,13,$117.00 
25018403,ARIZONA SCHOOL OF MASSAGE THERAPY-PHOENIX                             ,345,0,17,17,$153.00 
25020303,SCHOOL OF EXERCISE TRAINING & SCIENCE                                 ,345,0,17,17,$153.00 
25020703,ARIZONA SCHOOL OF INTEGRATIVE STUDIES-PRESCOTT                        ,345,0,2,2,$18.00 
25020803,AUTOMOTIVE DEALERSHIP INSTITUTE                                       ,345,0,17,17,$153.00 
25020903,INTERNATIONAL ACADEMY OF HAIR DESIGN                                  ,345,0,2,2,$18.00 
25021003,TUCSON COLLEGE OF BEAUTY                                              ,345,0,2,2,$18.00 
25021203,ARIZONA CULINARY INSTITUTE                                            ,345,0,30,30,$270.00 
25021503,TTY CAREER COLLEGE                                                    ,345,0,52,52,$468.00 
25022103,CHARLES OF ITALY BEAUTY COLLEGE                                       ,345,0,2,2,$18.00 
25022203,SEDONA SCHOOL OF MASSAGE                                              ,345,0,1,1,$9.00 
25022403,CANYON STATE INSTITUTE                                                ,345,0,79,79,$711.00 
25022603,ARIZONA ACADEMY OF EMERGENCY SERVICES                                 ,345,0,38,38,$342.00 
25022803,EMPIRE BEAUTY SCHOOL-TUCSON                                           ,345,0,2,2,$18.00 
25022903,EMPIRE BEAUTY SCHOOL-PRESCOTT                                         ,345,0,3,3,$27.00 
25023003,EMPIRE BEAUTY SCHOOL-CHANDLER                                         ,345,0,3,3,$27.00 
25023103,EMPIRE BEAUTY SCHOOL-AVONDALE                                         ,345,0,8,8,$72.00 
25023603,SKIN & MAKEUP INSTITUTE OF ARIZONA                                    ,345,0,5,5,$45.00 
25023703,IMAJ INSTITUTE                                                        ,345,0,4,4,$36.00 
25023803,IT'S A DOG WORLD SCHOOL OF GROOMING                                   ,345,0,1,1,$9.00 
25023903,NATIONAL LASER INSTITUTE                                              ,345,0,14,14,$126.00 
25024503,PENROSE ACADEMY                                                       ,345,0,5,5,$45.00 
25024603,STUDIO ACADEMY OF BEAUTY-CHANDLER                                     ,345,0,10,10,$90.00 
25025403,ALL BEAUTY COLLEGE-FT MOHAVE                                          ,345,0,1,1,$9.00 
25025503,ACADEMY OF NAIL TECHNOLOGY                                            ,345,0,3,3,$27.00 
25025603,AVALON SCHOOL OF COSMETOLOGY-MESA                                     ,345,0,9,9,$81.00 
25025903,EMPIRE BEAUTY SCHOOL-PHOENIX                                          ,345,0,4,4,$36.00 
25026103,PURE AESTHETICS                                                       ,345,0,3,3,$27.00 
25026503,ALTRAIN DENTAL ASSISTING ACADEMY                                      ,345,0,2,2,$18.00 
25026803,NATIONAL PERSONAL TRAINING INSTITUTE                                  ,345,0,7,7,$63.00 
25026903,AVEDA INSTITUTE-TUCSON                                                ,345,0,12,12,$108.00 
25027303,HDS TRUCK DRIVING INSTITUTE                                           ,345,0,134,134,"$1,206.00 "
25027803,AMERICAN INSTITUTE OF DENTAL ASSISTING                                ,345,0,5,5,$45.00 
25028003,INTERNATIONAL BARBER COLLEGE                                          ,345,0,5,5,$45.00 
25028103,VETERAN ADJUSTING SCHOOL                                              ,345,0,7,7,$63.00 
25815003,EMPIRE BEAUTY SCHOOL-FLAGSTAFF                                        ,345,0,2,2,$18.00 
25815103,SOUTHWEST TRUCK DRIVER TRAINING-PHOENIX                               ,345,0,58,58,$522.00 
25815203,SOUTHWEST TRUCK DRIVER TRAINING-TUCSON                                ,345,0,14,14,$126.00 
25815303,WIZARD EDUCATION                                                      ,345,0,7,7,$63.00 
25815503,WARRIORSCHOOL                                                         ,345,0,5,5,$45.00 
25815603,MEDSTAR ACADEMY                                                       ,345,0,5,5,$45.00 
25816003,NEW HORIZONS COMPUTER LEARNING CENTER                                 ,345,0,24,24,$216.00 
25816203,ARIZONA SCHOOL OF INTEGRATIVE STUDIES-FLAGSTAFF                       ,345,0,2,2,$18.00 
25816403,AMERICAN INSTITUTE OF INTERIOR DESIGN                                 ,345,0,3,3,$27.00 
25816503,SWIFT DRIVING ACADEMY                                                 ,345,0,1,1,$9.00 
25816603,INTERNATIONAL ACADEMY OF HAIR DESIGN-METRO CENTER                     ,345,0,1,1,$9.00 
25816703,PROVIDENCE TRAINING INSTITUTE                                         ,345,0,3,3,$27.00 
25816903,INTERNATIONAL ACADEMY OF HAIR DESIGN-DESERT SKY                       ,345,0,1,1,$9.00 
25817003,PHOENIX COMPUTER ACADEMY                                              ,345,0,6,6,$54.00 
25817103,CHARLES OF ITALY BEAUTY COLLEGE-BULLHEAD CITY                         ,345,0,1,1,$9.00 
25817403,STUDIO ACADEMY OF BEAUTY                                              ,345,0,4,4,$36.00 
25817503,SQUIRE TRANSPORTATION                                                 ,345,0,6,6,$54.00 
25817603,ALPHA PACIFIC INSTITUTE                                               ,345,0,3,3,$27.00 
25817703,TONI AND GUY HAIRDRESSING ACADEMY                                     ,345,0,5,5,$45.00 
25818003,ARIZONA SCHOOL OF DENTAL ASSISTING                                    ,345,0,2,2,$18.00 
25818103,ARIZONA SCHOOL OF INTEGRATIVE STUDIES-TUCSON                          ,345,0,1,1,$9.00 
25818403,WINGS 270                                                             ,345,0,1,1,$9.00 
25818503,ARIZONA AUTOMOTIVE INSTITUTE                                          ,345,0,234,234,"$2,106.00 "
25818903,YUMA TRUCK DRIVING SCHOOL                                             ,345,0,2,2,$18.00 
29178403,CROSSROADS INC                                                        ,345,0,1,1,$9.00 
29179503,VETERANS EMPLOYMENT TRANSITION TEAM                                   ,345,0,14,14,$126.00 
31001403,ARIZONA CHRISTIAN UNIVERSITY                                          ,345,0,22,22,$198.00 
31001603,PARK UNIVERSITY                                                       ,345,0,48,48,$432.00 
31002203,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-PRESCOTT                         ,345,0,314,314,"$2,826.00 "
31002303,PARK UNIVERSITY                                                       ,345,0,60,60,$540.00 
31002403,FULLER THEOLOGICAL SEMINARY IN CALIFORNIA                             ,345,0,5,5,$45.00 
31002503,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE                        ,345,0,69,69,$621.00 
31002603,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE                        ,345,0,67,67,$603.00 
31002703,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE                        ,345,0,80,80,$720.00 
31002803,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE                        ,345,0,6,6,$54.00 
31002903,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE                        ,345,0,16,16,$144.00 
31003003,PRESCOTT COLLEGE                                                      ,345,0,25,25,$225.00 
31003903,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE                        ,345,0,58,58,$522.00 
31004703,WAYLAND BAPTIST UNIVERSITY                                            ,345,0,45,45,$405.00 
31005003,INTERNATIONAL BAPTIST COLLEGE AND SEMINARY                            ,345,0,1,1,$9.00 
31005103,MIDWESTERN UNIVERSITY-GLENDALE                                        ,345,0,43,43,$387.00 
31005203,WAYLAND BAPTIST UNIVERSITY                                            ,345,0,100,100,$900.00 
31005303,A T STILL UNIVERSITY OF HEALTH SCIENCES                               ,345,0,13,13,$117.00 
31005603,WEBSTER UNIVERSITY                                                    ,345,0,36,36,$324.00 
31005703,PHOENIX SEMINARY                                                      ,345,0,6,6,$54.00 
31005803,WAYLAND BAPTIST UNIVERSITY                                            ,345,0,29,29,$261.00 
31005903,A T STILL UNIVERSITY OF HEALTH SCIENCES                               ,345,0,1,1,$9.00 
31006003,WAYLAND BAPTIST UNIVERSITY                                            ,345,0,35,35,$315.00 
31006103,UNIVERSITY OF THE INCARNATE WORD                                      ,345,0,2,2,$18.00 
31006203,A T STILL UNIVERSITY SCHOOL OF HEALTH SCIENCES                        ,345,0,8,8,$72.00 
31006303,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES          ,345,0,14,14,$126.00 
31802103,WESTERN INTERNATIONAL UNIVERSITY-FT HUACHUCA                          ,345,0,1,1,$9.00 
31803003,OTTAWA UNIVERSITY-PHOENIX                                             ,345,0,53,53,$477.00 
31804003,COLLEGE AMERICA-FLAGSTAFF                                             ,345,0,8,8,$72.00 
31804103,COLLEGE AMERICA-PHOENIX                                               ,345,0,56,56,$504.00 
31906103,WESTERN BIBLE COLLEGE                                                 ,345,0,1,1,$9.00 
31911103,GOLDEN GATE BAPTIST THEOLOGICAL SEMINARY                              ,345,0,5,5,$45.00 
31912703,UPPER IOWA UNIVERSITY                                                 ,345,0,1,1,$9.00 
31912803,ALBRIGHT COLLEGE                                                      ,345,0,2,2,$18.00 
31912903,FRANKLIN PIERCE UNIVERSITY                                            ,345,0,1,1,$9.00 
31913003,BENEDICTINE UNIVERSITY                                                ,345,0,3,3,$27.00 
31913103,WILKES UNIVERSITY                                                     ,345,0,3,3,$27.00 
31913203,TRINE UNIVERSITY                                                      ,345,0,6,6,$54.00 
32901103,BANNER GOOD SAMARITAN MEDICAL CENTER                                  ,345,0,1,1,$9.00 
35003703,THE YOGA CONNECTION                                                   ,345,0,8,8,$72.00 
35003803,AMERICAN MEDICAL COLLEGE OF HOMEOPATHY                                ,345,0,1,1,$9.00 
35004003,REGIONAL CENTER FOR BORDER HEALTH                                     ,345,0,1,1,$9.00 
11000204,HENDERSON STATE UNIVERSITY                                            ,350,0,137,137,"$1,233.00 "
11001404,ARKANSAS TECH UNIVERSITY                                              ,350,0,469,469,"$4,221.00 "
11002704,UNIVERSITY OF CENTRAL ARKANSAS                                        ,350,0,600,600,"$5,400.00 "
11004204,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE                               ,350,0,3,3,$27.00 
11810104,UNIVERSITY OF ARKANSAS                                                ,350,0,717,717,"$6,453.00 "
11810204,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                           ,350,0,9,9,$81.00 
11810304,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                           ,350,0,24,24,$216.00 
11810404,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                           ,350,0,6,6,$54.00 
11810604,UNIVERSITY OF ARKANSAS AT LITTLE ROCK                                 ,350,0,20,20,$180.00 
11811404,UNIVERSITY OF ARKANSAS AT LITTLE ROCK                                 ,350,0,686,686,"$6,174.00 "
11811904,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                           ,350,0,30,30,$270.00 
11812104,UNIVERSITY OF ARKANSAS AT PINE BLUFF                                  ,350,0,149,149,"$1,341.00 "
11812404,UNIVERSITY OF ARKANSAS MEDICAL SCIENCES                               ,350,0,2,2,$18.00 
11812604,UNIVERSITY OF ARKANSAS                                                ,350,0,14,14,$126.00 
11813404,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                           ,350,0,1,1,$9.00 
11813704,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                           ,350,0,1,1,$9.00 
11820104,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS                                 ,350,0,513,513,"$4,617.00 "
11831004,SOUTHERN ARKANSAS UNIVERSITY-MAIN CAMPUS                              ,350,0,97,97,$873.00 
11902104,UNIVERSITY OF ARKANSAS-FORT SMITH                                     ,350,0,390,390,"$3,510.00 "
11933104,UNIVERSITY OF ARKANSAS AT MONTICELLO                                  ,350,0,109,109,$981.00 
14005504,VINCENNES UNIVERSITY                                                  ,350,0,42,42,$378.00 
14903404,SOUTHERN ARKANSAS UNIVERSITY TECH                                     ,350,0,45,45,$405.00 
14914404,RICH MOUNTAIN COMMUNITY COLLEGE                                       ,350,0,32,32,$288.00 
14915404,SOUTH ARKANSAS COMMUNITY COLLEGE                                      ,350,0,57,57,$513.00 
14916404,NORTH ARKANSAS COLLEGE                                                ,350,0,86,86,$774.00 
14917404,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE-HOPE                         ,350,0,41,41,$369.00 
14918404,COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS              ,350,0,42,42,$378.00 
14919404,PULASKI TECHNICAL COLLEGE                                             ,350,0,649,649,"$5,841.00 "
14920404,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE-MORRILTON                    ,350,0,79,79,$711.00 
14921404,COLLEGE OF THE OUACHITAS                                              ,350,0,27,27,$243.00 
