Facility code,Name of institution,State,Country, Number of trainees ,Profit status,Type of payment,Tuition and Fees Cost, Number of payments 
11911530,Rutgers University-New Brunswick Center For Continuing Professional Development,New Jersey,, 11 ,Public,School Tuition & Fees,"$50,871.50", 11 
11911121,Massachusetts Maritime Academy,Massachusetts,, 35 ,Public,School Tuition & Fees,"$234,305.74", 70 
11911105,California State University-East Bay,California,, 186 ,Public,School Tuition & Fees,"$745,445.63", 518 
11910414,Indiana University-Purdue University-Columbus,Indiana,, 48 ,Public,School Tuition & Fees,"$265,601.07", 118 
11910242,Tennessee State University,Tennessee,, 170 ,Public,School Tuition & Fees,"$894,855.44", 330 
11910144,Dixie State University,Utah,, 129 ,Public,School Tuition & Fees,"$372,238.21", 242 
11910142,The University Of Tennessee-Martin,Tennessee,, 139 ,Public,School Tuition & Fees,"$830,110.18", 309 
11910136,Southwestern Oklahoma State University,Oklahoma,, 64 ,Public,School Tuition & Fees,"$285,590.12", 176 
11910105,San Diego State University,California,," 1,125 ",Public,School Tuition & Fees,"$5,449,520.95"," 2,268 "
11909142,Tennessee Technological University,Tennessee,, 171 ,Public,School Tuition & Fees,"$985,846.46", 397 
11909117,Western Kentucky University,Kentucky,, 383 ,Public,School Tuition & Fees,"$2,577,172.74", 921 
11909111,Georgia State University,Georgia,, 589 ,Public,School Tuition & Fees,"$4,382,050.69"," 1,166 "
11909105,Sonoma State University,California,, 95 ,Public,School Tuition & Fees,"$564,768.62", 172 
11909028,University Of Oklahoma,Nevada,, 2 ,Public,School Tuition & Fees,"$3,015.00", 3 
11908603,University Of Arizona,Arizona,, 21 ,Public,School Tuition & Fees,"$456,269.50", 52 
11908142,University Of Memphis,Tennessee,, 475 ,Public,School Tuition & Fees,"$3,503,925.52"," 1,118 "
11908103,University Of Arizona,Arizona,, 78 ,Public,School Tuition & Fees,"$368,870.24", 144 
11908048,Fairmont State University,West Virginia,, 120 ,Public,School Tuition & Fees,"$615,969.55", 261 
11908028,College Of Southern Nevada,Nevada,," 1,009 ",Public,School Tuition & Fees,"$1,420,929.45"," 2,108 "
11907414,Indiana University-Bloomington,Indiana,, 393 ,Public,School Tuition & Fees,"$3,453,714.59", 820 
11907136,Southeastern Oklahoma State University,Oklahoma,, 100 ,Public,School Tuition & Fees,"$347,174.55", 259 
11907111,Georgia Regents University-Augusta,Georgia,, 361 ,Public,School Tuition & Fees,"$1,972,238.84", 801 
11907108,Delaware State University,Delaware,, 137 ,Public,School Tuition & Fees,"$921,846.13", 305 
11907103,Old Dominion University,Arizona,, 1 ,Public,School Tuition & Fees,"$4,017.00", 1 
11907048,West Virginia University Institute Of Technology,West Virginia,, 29 ,Public,School Tuition & Fees,"$185,449.54", 52 
11907028,Western Nevada College,Nevada,, 132 ,Public,School Tuition & Fees,"$164,134.15", 216 
11906333,University Of North Carolina At Chapel Hill-Kenan Flagler Business School,North Carolina,, 281 ,Public,School Tuition & Fees,"$7,079,961.67", 991 
11906149,University Of Wisconsin-Extension,Wisconsin,, 3 ,Public,School Tuition & Fees,"$3,153.00", 4 
11906133,University Of North Carolina At Chapel Hill,North Carolina,, 325 ,Public,School Tuition & Fees,"$2,497,271.58", 582 
11906105,Humboldt State University,California,, 105 ,Public,School Tuition & Fees,"$436,146.57", 213 
11906103,Northern Arizona University,Arizona,, 611 ,Public,School Tuition & Fees,"$3,271,825.34"," 1,176 "
11906102,University Of Alaska Southeast,Alaska,, 171 ,Public,School Tuition & Fees,"$580,298.77", 371 
11906028,Nevada State College,Nevada,, 83 ,Public,School Tuition & Fees,"$223,647.26", 187 
11905146,Virginia Commonwealth University,Virginia,, 772 ,Public,School Tuition & Fees,"$6,497,324.57"," 1,382 "
11905130,Rutgers University-New Brunswick Cook College Continuing Professional Education,New Jersey,, 5 ,Public,School Tuition & Fees,"$13,055.00", 5 
11905124,Jackson State University,Mississippi,, 101 ,Public,School Tuition & Fees,"$404,895.23", 192 
11905111,University Of West Georgia,Georgia,, 214 ,Public,School Tuition & Fees,"$1,050,809.93", 452 
11905105,University Of California-Santa Barbara,California,, 145 ,Public,School Tuition & Fees,"$1,352,937.40", 408 
11905103,Arizona State University-Tempe,Arizona,," 3,445 ",Public,School Tuition & Fees,"$34,169,659.32"," 10,898 "
11904447,Columbia Basin College,Washington,, 206 ,Public,School Tuition & Fees,"$629,848.50", 558 
11904146,Norfolk State University,Virginia,, 353 ,Public,School Tuition & Fees,"$1,820,668.08", 694 
11904133,Western Carolina University,North Carolina,, 204 ,Public,School Tuition & Fees,"$1,007,804.99", 442 
11904132,Suny Institute Of Technology At Utica-Rome,New York,, 50 ,Public,School Tuition & Fees,"$269,480.81", 93 
11904130,Thomas Edison State College,New Jersey,, 986 ,Public,School Tuition & Fees,"$4,150,333.16"," 1,926 "
11904124,Mississippi University For Women,Mississippi,, 48 ,Public,School Tuition & Fees,"$196,328.56", 94 
11904122,Ferris State University,Michigan,, 214 ,Public,School Tuition & Fees,"$1,293,576.63", 421 
11904111,Georgia College And State University,Georgia,, 98 ,Public,School Tuition & Fees,"$434,317.11", 181 
11904106,Colorado Mesa University,Colorado,, 258 ,Public,School Tuition & Fees,"$1,205,760.16", 611 
11904105,San Francisco State University,California,, 322 ,Public,School Tuition & Fees,"$1,309,687.25", 609 
11904102,University Of Alaska Anchorage,Alaska,," 1,211 ",Public,School Tuition & Fees,"$5,038,691.45"," 2,596 "
11903414,Indiana University-Purdue University-Indianapolis,Indiana,, 588 ,Public,School Tuition & Fees,"$3,817,929.15"," 1,634 "
11903214,Indiana University-Purdue University-Fort Wayne,Indiana,, 191 ,Public,School Tuition & Fees,"$930,150.36", 347 
11903146,Virginia State University,Virginia,, 206 ,Public,School Tuition & Fees,"$1,184,497.53", 420 
11903134,Williston State College,North Dakota,, 21 ,Public,School Tuition & Fees,"$42,811.44", 40 
11903133,University Of North Carolina School Of The Arts,North Carolina,, 21 ,Public,School Tuition & Fees,"$178,147.07", 42 
11903132,Cuny John Jay College Of Criminal Justice,New York,, 362 ,Public,School Tuition & Fees,"$1,823,196.34", 822 
11903130,Rowan University,New Jersey,, 136 ,Public,School Tuition & Fees,"$1,050,524.62", 276 
11903124,Mississippi Valley State University,Mississippi,, 28 ,Public,School Tuition & Fees,"$98,082.52", 48 
11903113,Northern Illinois University,Illinois,, 267 ,Public,School Tuition & Fees,"$2,108,698.52", 512 
11903111,Savannah State University,Georgia,, 132 ,Public,School Tuition & Fees,"$600,659.55", 277 
11903106,Metropolitan State University Of Denver,Colorado,, 877 ,Public,School Tuition & Fees,"$5,197,559.39"," 1,927 "
11903105,California State University-Chico,California,, 208 ,Public,School Tuition & Fees,"$918,473.21", 484 
11903103,University Of Arizona,Arizona,," 1,091 ",Public,School Tuition & Fees,"$8,130,552.67"," 2,361 "
11903020,Towson University,Maryland,, 421 ,Public,School Tuition & Fees,"$2,685,468.80"," 1,127 "
11903014,University Of Southern Indiana,Indiana,, 120 ,Public,School Tuition & Fees,"$581,611.63", 321 
11902614,Purdue University-Main Campus,Indiana,, 326 ,Public,School Tuition & Fees,"$2,831,240.18", 714 
11902214,Indiana University - Northwest,Indiana,, 77 ,Public,School Tuition & Fees,"$307,800.36", 196 
11902134,Valley City State University,North Dakota,, 15 ,Public,School Tuition & Fees,"$34,942.80", 22 
11902133,Winston-Salem State University,North Carolina,, 98 ,Public,School Tuition & Fees,"$381,793.27", 196 
11902132,College Of Staten Island Cuny,New York,, 118 ,Public,School Tuition & Fees,"$550,747.91", 248 
11902130,Stockton University,New Jersey,, 213 ,Public,School Tuition & Fees,"$2,098,127.04", 491 
11902123,Southwest Minnesota State University,Minnesota,, 53 ,Public,School Tuition & Fees,"$283,719.19", 114 
11902118,University Of New Orleans,Louisiana,, 218 ,Public,School Tuition & Fees,"$1,143,235.77", 377 
11902116,Pittsburg State University,Kansas,, 172 ,Public,School Tuition & Fees,"$814,295.14", 342 
11902114,Indiana University-South Bend,Indiana,, 127 ,Public,School Tuition & Fees,"$506,035.54", 320 
11902111,Southern Polytechnic State University,Georgia,, 170 ,Public,School Tuition & Fees,"$860,818.77", 461 
11902105,University Of California-Santa Cruz,California,, 78 ,Public,School Tuition & Fees,"$752,572.68", 213 
11902104,University Of Arkansas-Fort Smith,Arkansas,, 244 ,Public,School Tuition & Fees,"$1,068,323.97", 557 
11902044,Weber State University,Utah,, 529 ,Public,School Tuition & Fees,"$2,101,974.89"," 1,193 "
11901846,University Of Mary Washington,Virginia,, 277 ,Public,School Tuition & Fees,"$2,144,661.33", 518 
11901226,Salish Kootenai College,Montana,, 8 ,Public,School Tuition & Fees,"$35,249.15", 27 
11901217,University Of Louisville-School Of Medicine And Dentistry,Kentucky,, 8 ,Public,School Tuition & Fees,"$150,675.14", 10 
11901148,Bluefield State College,West Virginia,, 34 ,Public,School Tuition & Fees,"$165,583.38", 56 
11901136,Langston University,Oklahoma,, 13 ,Public,School Tuition & Fees,"$30,980.86", 19 
11901133,University Of North Carolina At Charlotte,North Carolina,, 735 ,Public,School Tuition & Fees,"$3,783,184.25"," 1,588 "
11901132,Farmingdale State College,New York,, 139 ,Public,School Tuition & Fees,"$632,284.36", 268 
11901131,Western New Mexico University,New Mexico,, 78 ,Public,School Tuition & Fees,"$362,668.07", 231 
11901130,Montclair State University,New Jersey,, 195 ,Public,School Tuition & Fees,"$1,702,157.33", 454 
11901129,Keene State College,New Hampshire,, 51 ,Public,School Tuition & Fees,"$413,722.18", 73 
11901126,Montana State University-Northern,Montana,, 51 ,Public,School Tuition & Fees,"$213,446.93", 120 
11901125,Lincoln University,Missouri,, 92 ,Public,School Tuition & Fees,"$359,802.52", 204 
11901124,Alcorn State University,Mississippi,, 29 ,Public,School Tuition & Fees,"$141,761.91", 44 
11901123,Minnesota State University-Moorhead,Minnesota,, 92 ,Public,School Tuition & Fees,"$457,450.80", 200 
11901117,University Of Louisville,Kentucky,, 503 ,Public,School Tuition & Fees,"$3,861,950.10"," 1,024 "
11901115,Iowa State University,Iowa,, 396 ,Public,School Tuition & Fees,"$2,173,942.69", 800 
11901114,Indiana University-Kokomo,Indiana,, 80 ,Public,School Tuition & Fees,"$324,191.13", 246 
11901111,Dalton State College - Dalton,Georgia,, 89 ,Public,School Tuition & Fees,"$230,532.66", 206 
11901108,University Of Delaware,Delaware,, 204 ,Public,School Tuition & Fees,"$1,682,758.74", 424 
11901102,University Of Alaska Fairbanks,Alaska,, 699 ,Public,School Tuition & Fees,"$3,128,193.38"," 1,926 "
11901101,Alabama A & M University,Alabama,, 85 ,Public,School Tuition & Fees,"$519,830.77", 162 
11901041,South Dakota State University,South Dakota,, 181 ,Public,School Tuition & Fees,"$1,007,622.53", 319 
11901034,Minot State University,North Dakota,, 234 ,Public,School Tuition & Fees,"$1,131,046.16", 495 
11901012,University Of Idaho,Idaho,, 253 ,Public,School Tuition & Fees,"$1,381,758.36", 467 
11900447,Bellevue College,Washington,, 329 ,Public,School Tuition & Fees,"$780,423.98", 812 
11900245,Vermont Technical College-Williston,Vermont,, 23 ,Public,School Tuition & Fees,"$227,201.71", 34 
11900238,Temple University,Pennsylvania,, 560 ,Public,School Tuition & Fees,"$7,336,134.29"," 1,106 "
11900150,University Of Wyoming,Wyoming,, 236 ,Public,School Tuition & Fees,"$850,505.63", 464 
11900148,West Virginia State University,West Virginia,, 50 ,Public,School Tuition & Fees,"$229,712.41", 79 
11900146,Old Dominion University,Virginia,," 2,610 ",Public,School Tuition & Fees,"$17,719,376.86"," 5,922 "
11900145,Vermont Technical College-Randolph Center,Vermont,, 35 ,Public,School Tuition & Fees,"$253,571.23", 65 
11900144,Utah Valley University,Utah,, 465 ,Public,School Tuition & Fees,"$1,977,646.34"," 1,115 "
11900134,Dickinson State University,North Dakota,, 20 ,Public,School Tuition & Fees,"$83,548.51", 51 
11900132,Suny Downstate Medical Center,New York,, 7 ,Public,School Tuition & Fees,"$72,498.21", 11 
11900130,New Jersey Institute Of Technology,New Jersey,, 62 ,Public,School Tuition & Fees,"$436,602.72", 81 
11900126,Montana State University,Montana,, 498 ,Public,School Tuition & Fees,"$3,290,525.52"," 1,122 "
11900123,Metropolitan State University,Minnesota,, 268 ,Public,School Tuition & Fees,"$1,152,102.20", 626 
11900120,University Of Baltimore,Maryland,, 187 ,Public,School Tuition & Fees,"$1,572,461.04", 367 
11900117,University Of Kentucky,Kentucky,, 548 ,Public,School Tuition & Fees,"$4,441,401.91", 992 
11900116,Kansas State University,Kansas,, 976 ,Public,School Tuition & Fees,"$8,119,881.36"," 2,442 "
11900114,Indiana University School Of Dentistry,Indiana,, 3 ,Public,School Tuition & Fees,"$59,260.17", 4 
11900112,Lewis-Clark State College,Idaho,, 102 ,Public,School Tuition & Fees,"$451,984.00", 177 
11900022,Northwestern Michigan College,Michigan,, 190 ,Public,School Tuition & Fees,"$1,881,032.73", 561 
11900007,Alternate Route To Certification Program,Connecticut,, 1 ,Public,School Tuition & Fees,"$3,132.50", 1 
11893805,Southern Illinois University-Walnut,California,, 3 ,Public,School Tuition & Fees,"$8,077.40", 8 
11891110,State College Of Florida-Manatee-Sarasota Venice,Florida,, 111 ,Public,School Tuition & Fees,"$201,807.57", 321 
11891010,State College Of Florida-Manatee-Sarasota Bradenton,Florida,, 262 ,Public,School Tuition & Fees,"$491,213.40", 784 
11890142,Southern Illinois University-Millington,Tennessee,, 6 ,Public,School Tuition & Fees,"$51,640.17", 49 
11881110,Florida Agricultural And Mechanical University- College Of Law,Florida,, 13 ,Public,School Tuition & Fees,"$97,921.86", 24 
11881010,Florida Agricultural And Mechanical University,Florida,, 151 ,Public,School Tuition & Fees,"$618,718.01", 280 
11880142,Austin Peay State University-Ft Campbell,Tennessee,, 538 ,Public,School Tuition & Fees,"$1,767,827.53"," 1,342 "
11880042,Austin Peay State University,Tennessee,," 1,129 ",Public,School Tuition & Fees,"$6,332,613.20"," 2,846 "
11875138,University Of Pittsburgh-Bradford,Pennsylvania,, 42 ,Public,School Tuition & Fees,"$368,276.61", 84 
11874138,University Of Pittsburgh-Johnstown,Pennsylvania,, 57 ,Public,School Tuition & Fees,"$517,683.80", 87 
11873138,University Of Pittsburgh-Greensburg,Pennsylvania,, 40 ,Public,School Tuition & Fees,"$271,843.78", 60 
11872138,University Of Pittsburgh-Titusville,Pennsylvania,, 8 ,Public,School Tuition & Fees,"$52,293.00", 9 
11871138,University Of Pittsburgh-Pittsburgh Campus,Pennsylvania,, 394 ,Public,School Tuition & Fees,"$4,879,525.60", 732 
11860010,Palm Beach State College,Florida,, 706 ,Public,School Tuition & Fees,"$4,333,560.56"," 2,291 "
11851446,Central Michigan University-Pentagon,Virginia,, 10 ,Public,School Tuition & Fees,"$10,485.60", 11 
11851346,Central Michigan University-Fort Belvoir,Virginia,, 61 ,Public,School Tuition & Fees,"$108,264.00", 118 
11850210,St Petersburg College Tarpon Springs,Florida,, 2 ,Public,School Tuition & Fees,"$1,609.05", 2 
11850110,St Petersburg College - Clearwater,Florida,," 1,240 ",Public,School Tuition & Fees,"$2,751,288.02"," 3,592 "
11850010,St Petersburg College St Petersburg Gibbs Campus,Florida,, 12 ,Public,School Tuition & Fees,"$12,374.64", 13 
11844235,Wright State University-Lake Campus,Ohio,, 25 ,Public,School Tuition & Fees,"$103,500.36", 56 
11844035,Wright State University-Main Campus,Ohio,, 681 ,Public,School Tuition & Fees,"$4,664,552.43"," 1,535 "
11842935,Kent State University At Tuscarawas,Ohio,, 34 ,Public,School Tuition & Fees,"$107,411.00", 74 
11842835,Kent State University At Stark,Ohio,, 67 ,Public,School Tuition & Fees,"$297,481.25", 141 
11842635,Kent State University At Geauga,Ohio,, 22 ,Public,School Tuition & Fees,"$91,691.55", 53 
11842435,Kent State University At East Liverpool,Ohio,, 24 ,Public,School Tuition & Fees,"$149,553.84", 79 
11842335,Kent State University At Ashtabula,Ohio,, 35 ,Public,School Tuition & Fees,"$158,525.59", 97 
11842235,Kent State University At Salem,Ohio,, 24 ,Public,School Tuition & Fees,"$137,683.19", 90 
11842135,Kent State University At Trumbull,Ohio,, 44 ,Public,School Tuition & Fees,"$158,737.58", 86 
11842035,Kent State University At Kent,Ohio,, 424 ,Public,School Tuition & Fees,"$3,016,250.10"," 1,041 "
11841530,Rowan University-Graduate School Of Biomedical Sciences,New Jersey,, 1 ,Public,School Tuition & Fees,"$9,890.00", 2 
11841330,Rutgers University-Newark School Of Health Related Professions-Piscataway,New Jersey,, 1 ,Public,School Tuition & Fees,"$10,965.34", 3 
11840830,Rutgers University-Newark School Of Nursing,New Jersey,, 4 ,Public,School Tuition & Fees,"$26,002.14", 5 
11840630,Rutgers University-Newark Robert Wood Johnson Medical School-Piscataway,New Jersey,, 2 ,Public,School Tuition & Fees,"$85,074.00", 4 
11840530,Rowan Univeristy-School Of Osteopathic Medicine,New Jersey,, 1 ,Public,School Tuition & Fees,"$39,926.00", 2 
11840430,Rutgers University-Newark-Graduate School Of Biomedical Sciences,New Jersey,, 1 ,Public,School Tuition & Fees,"$26,874.00", 9 
11840330,Rutgers University-School Of Heath Related Professions,New Jersey,, 20 ,Public,School Tuition & Fees,"$161,454.77", 31 
11840130,Rutgers University-Newark Dental School,New Jersey,, 1 ,Public,School Tuition & Fees,"$16,500.00", 1 
11840029,University Of New Hampshire-School Of Law,New Hampshire,, 11 ,Public,School Tuition & Fees,"$173,222.05", 14 
11839410,Miami-Dade College Interamerican Campus,Florida,, 66 ,Public,School Tuition & Fees,"$53,993.95", 113 
11839310,Miami-Dade College-Medical Center Campus,Florida,, 48 ,Public,School Tuition & Fees,"$61,233.50", 110 
11839210,Miami-Dade College,Florida,, 275 ,Public,School Tuition & Fees,"$300,857.47", 410 
11839110,Miami-Dade College-North Campus,Florida,, 302 ,Public,School Tuition & Fees,"$443,983.50", 695 
11839010,Miami-Dade College-Kendall Campus,Florida,, 822 ,Public,School Tuition & Fees,"$1,875,785.93"," 2,155 "
11835030,Rutgers University-Camden,New Jersey,, 153 ,Public,School Tuition & Fees,"$1,872,020.23", 444 
11831004,Southern Arkansas University-Main Campus,Arkansas,, 42 ,Public,School Tuition & Fees,"$173,537.84", 86 
11823132,Cuny Medgar Evers College,New York,, 97 ,Public,School Tuition & Fees,"$506,875.18", 228 
11822713,Harry S Truman College,Illinois,, 1 ,Public,School Tuition & Fees,"$2,685.81", 12 
11822332,Cuny Queens College,New York,, 190 ,Public,School Tuition & Fees,"$957,773.74", 386 
11822113,University Of Illinois At Chicago,Illinois,, 311 ,Public,School Tuition & Fees,"$2,790,730.94", 578 
11821813,Siu-Edwardsville School Of Dental Medicine,Illinois,, 3 ,Public,School Tuition & Fees,"$22,278.19", 3 
11821713,Southern Illinois University-Great Lakes,Illinois,, 25 ,Public,School Tuition & Fees,"$77,851.66", 70 
11821630,Rutgers University-New Brunswick Graduate Schools,New Jersey,, 48 ,Public,School Tuition & Fees,"$660,585.07", 105 
11821613,Southern Illinois University Carbondale Scott Afb,Illinois,, 12 ,Public,School Tuition & Fees,"$60,520.08", 72 
11821010,University Of South Florida-Main Campus,Florida,," 1,433 ",Public,School Tuition & Fees,"$7,095,463.03"," 3,148 "
11820230,Rutgers University-New Brunswick Undergraduate Schools,New Jersey,, 287 ,Public,School Tuition & Fees,"$4,027,631.39", 761 
11820104,Arkansas State University-Main Campus,Arkansas,, 250 ,Public,School Tuition & Fees,"$1,168,563.04", 612 
11817121,University Of Massachusetts Medical School Worcester,Massachusetts,, 4 ,Public,School Tuition & Fees,"$58,610.00", 6 
11816506,University Of Northern Colorado,Colorado,, 9 ,Public,School Tuition & Fees,"$71,723.74", 49 
11816306,University Of Northern Colorado,Colorado,, 8 ,Public,School Tuition & Fees,"$46,961.19", 53 
11816210,Florida State University-Panama City,Florida,, 78 ,Public,School Tuition & Fees,"$310,861.26", 159 
11816146,University Of Oklahoma,Virginia,, 60 ,Public,School Tuition & Fees,"$196,290.60", 199 
11816121,University Of Massachusetts-Amherst,Massachusetts,, 340 ,Public,School Tuition & Fees,"$2,531,090.91", 656 
11816110,Florida State University-Republic Of Panama,Florida,, 7 ,Public,School Tuition & Fees,"$32,842.90", 10 
11816106,University Of Northern Colorado,Colorado,, 251 ,Public,School Tuition & Fees,"$1,724,875.11", 570 
11816010,Florida State University,Florida,, 627 ,Public,School Tuition & Fees,"$3,140,563.19"," 1,322 "
11815146,Virginia Polytechnic Institute And State University,Virginia,, 696 ,Public,School Tuition & Fees,"$5,577,067.44"," 1,170 "
11814121,Fitchburg State University,Massachusetts,, 61 ,Public,School Tuition & Fees,"$375,262.61", 144 
11813704,University Of Arkansas For Medical Sciences,Arkansas,, 1 ,Public,School Tuition & Fees,"$4,040.00", 1 
11813346,Christopher Newport University,Virginia,, 242 ,Public,School Tuition & Fees,"$1,820,393.30", 378 
11813246,Richard Bland College Of The College Of William And Mary,Virginia,, 31 ,Public,School Tuition & Fees,"$103,846.60", 46 
11813221,Westfield State University,Massachusetts,, 147 ,Public,School Tuition & Fees,"$630,088.55", 268 
11813210,Southern Illinois University Nas Pensacola,Florida,, 8 ,Public,School Tuition & Fees,"$21,752.08", 17 
11813146,College Of William And Mary,Virginia,, 301 ,Public,School Tuition & Fees,"$3,745,729.27", 554 
11813110,Southern Illinois University Nas Pensacola,Florida,, 14 ,Public,School Tuition & Fees,"$40,207.61", 37 
11813010,Southern Illinois University Nas Jacksonville,Florida,, 22 ,Public,School Tuition & Fees,"$60,838.68", 55 
11812711,University Of Georgia-Center For Continuing Education,Georgia,, 7 ,Public,School Tuition & Fees,"$7,462.00", 8 
11812604,University Of Arkansas,Arkansas,, 15 ,Public,School Tuition & Fees,"$40,903.08", 39 
11812511,Central Michigan University-Atlanta,Georgia,, 24 ,Public,School Tuition & Fees,"$57,054.20", 70 
11812411,Central Michigan University-Ft Gordon,Georgia,, 1 ,Public,School Tuition & Fees,$397.50, 1 
11812404,University Of Arkansas Medical Sciences,Arkansas,, 1 ,Public,School Tuition & Fees,"$2,611.31", 1 
11812130,Rutgers University-Newark,New Jersey,, 128 ,Public,School Tuition & Fees,"$1,432,654.00", 239 
11812121,Framingham State University,Massachusetts,, 113 ,Public,School Tuition & Fees,"$406,864.19", 217 
11812104,University Of Arkansas At Pine Bluff,Arkansas,, 32 ,Public,School Tuition & Fees,"$122,430.61", 74 
11812032,State University Of New York At New Paltz,New York,, 53 ,Public,School Tuition & Fees,"$241,774.40", 91 
11811904,University Of Arkansas For Medical Sciences,Arkansas,, 23 ,Public,School Tuition & Fees,"$105,920.90", 35 
11811711,Troy University-Covington,Georgia,, 6 ,Public,School Tuition & Fees,"$7,776.00", 10 
11811611,Troy University-Augusta,Georgia,, 52 ,Public,School Tuition & Fees,"$123,905.23", 111 
11811411,Troy University-Albany,Georgia,, 7 ,Public,School Tuition & Fees,"$18,000.00", 18 
11811404,University Of Arkansas At Little Rock,Arkansas,, 437 ,Public,School Tuition & Fees,"$2,057,907.58"," 1,122 "
11811321,University Of Massachusetts-Lowell,Massachusetts,, 491 ,Public,School Tuition & Fees,"$4,251,206.26"," 1,476 "
11811311,Troy University-Brunswick,Georgia,, 14 ,Public,School Tuition & Fees,"$38,000.00", 44 
11811211,Troy University-Atlanta,Georgia,, 5 ,Public,School Tuition & Fees,"$14,070.00", 12 
11811146,The University Of Virginia'S College At Wise,Virginia,, 41 ,Public,School Tuition & Fees,"$209,670.36", 58 
11811111,Troy University-Columbus,Georgia,, 160 ,Public,School Tuition & Fees,"$337,755.60", 327 
11811047,Old Dominion University,Washington,, 20 ,Public,School Tuition & Fees,"$71,680.09", 36 
11810846,University Of Virginia Northern Virginia Center,Virginia,, 32 ,Public,School Tuition & Fees,"$188,006.21", 64 
11810646,University Of Virginia-Hampton Roads Center,Virginia,, 2 ,Public,School Tuition & Fees,"$12,987.00", 7 
11810604,University Of Arkansas At Little Rock,Arkansas,, 11 ,Public,School Tuition & Fees,"$109,887.30", 23 
11810404,University Of Arkansas For Medical Sciences,Arkansas,, 3 ,Public,School Tuition & Fees,"$34,553.80", 4 
11810304,University Of Arkansas For Medical Sciences,Arkansas,, 19 ,Public,School Tuition & Fees,"$107,457.25", 36 
11810204,University Of Arkansas For Medical Sciences,Arkansas,, 6 ,Public,School Tuition & Fees,"$287,420.00", 10 
11810146,University Of Virginia-Main Campus,Virginia,, 510 ,Public,School Tuition & Fees,"$7,561,792.19", 848 
11810114,Indiana University School Of Medicine,Indiana,, 2 ,Public,School Tuition & Fees,"$14,582.50", 2 
11810104,University Of Arkansas,Arkansas,, 428 ,Public,School Tuition & Fees,"$2,320,876.20", 958 
11810048,Marshall University,West Virginia,, 174 ,Public,School Tuition & Fees,"$685,491.11", 286 
11810013,Southern Illinois University-Uclc,Illinois,, 1 ,Public,School Tuition & Fees,"$1,033.51", 1 
11810011,Fort Valley State University,Georgia,, 58 ,Public,School Tuition & Fees,"$256,544.06", 112 
11808133,East Carolina University,North Carolina,, 798 ,Public,School Tuition & Fees,"$3,730,125.18"," 1,659 "
11808011,Valdosta State University,Georgia,, 374 ,Public,School Tuition & Fees,"$1,736,116.33"," 1,064 "
11807247,Washington State University,Washington,, 179 ,Public,School Tuition & Fees,"$1,643,804.62", 429 
11807147,Washington State University,Washington,, 71 ,Public,School Tuition & Fees,"$549,610.34", 137 
11807124,University Of Southern Mississippi Long,Mississippi,, 313 ,Public,School Tuition & Fees,"$1,424,834.11", 699 
11807047,Washington State University,Washington,, 794 ,Public,School Tuition & Fees,"$7,970,285.60"," 1,880 "
11807024,University Of Southern Mississippi Hatti,Mississippi,, 559 ,Public,School Tuition & Fees,"$2,392,960.10"," 1,122 "
11806320,Bowie State University-European Division,Maryland,, 1 ,Public,School Tuition & Fees,"$1,074.15", 4 
11806224,University Of Mississippi Medical Center,Mississippi,, 37 ,Public,School Tuition & Fees,"$260,037.72", 64 
11806220,Bowie State University,Maryland,, 142 ,Public,School Tuition & Fees,"$604,075.41", 284 
11806124,University Of Mississippi,Mississippi,, 303 ,Public,School Tuition & Fees,"$1,849,979.25", 752 
11805422,Central Michigan University-College Of Medicine,Michigan,, 1 ,Public,School Tuition & Fees,"$38,572.00", 2 
11805331,New Mexico Highlands University,New Mexico,, 5 ,Public,School Tuition & Fees,"$12,664.13", 15 
11805322,Central Michigan University Global Campus-Troy,Michigan,, 44 ,Public,School Tuition & Fees,"$124,641.20", 147 
11805247,University Of Washington-Tacoma Campus,Washington,, 406 ,Public,School Tuition & Fees,"$3,995,864.90"," 1,179 "
11805222,Central Michigan University-Off Campus Program,Michigan,, 3 ,Public,School Tuition & Fees,$969.90, 5 
11805219,University Of Southern Maine Professional And Continuing Education,Maine,, 1 ,Public,School Tuition & Fees,$750.00, 1 
11805147,University Of Washington-Bothell Campus,Washington,, 140 ,Public,School Tuition & Fees,"$1,363,557.32", 410 
11805132,University Of Maryland-University College,New York,, 28 ,Public,School Tuition & Fees,"$43,516.20", 46 
11805131,New Mexico Highlands University,New Mexico,, 6 ,Public,School Tuition & Fees,"$17,332.15", 14 
11805122,Central Michigan University,Michigan,, 531 ,Public,School Tuition & Fees,"$2,236,467.95"," 1,231 "
11805120,University Of Md School Of Medicine Epidemiology And Preventive Medicine,Maryland,, 1 ,Public,School Tuition & Fees,"$4,398.00", 1 
11805047,University Of Washington-Seattle Campus,Washington,, 778 ,Public,School Tuition & Fees,"$9,440,882.65"," 2,050 "
11805042,Middle Tennessee State University,Tennessee,, 850 ,Public,School Tuition & Fees,"$5,491,086.13"," 2,064 "
11805031,New Mexico Highlands University,New Mexico,, 23 ,Public,School Tuition & Fees,"$67,069.86", 39 
11805020,University Of Maryland-Baltimore Graduate School,Maryland,, 6 ,Public,School Tuition & Fees,"$42,038.00", 13 
11804422,University Of Michigan-Dearborn,Michigan,, 104 ,Public,School Tuition & Fees,"$945,636.00", 261 
