Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Tuition and Fees Cost,Number of payments
31063610,Reformed Theological Seminary,Florida,,11,Private non-profit,School Tuition & Fees,"$87,500.85",23
31063410,Asbury University,Florida,,1,Private non-profit,School Tuition & Fees,"$2,973.60",4
31063222,Puritan Reformed Theological Seminary,Michigan,,1,Private non-profit,School Tuition & Fees,"$3,725.00",1
31063122,Calvin Theological Seminary,Michigan,,2,Private non-profit,School Tuition & Fees,"$19,176.00",8
31062810,Remington College Of Nursing,Florida,,4,Private non-profit,School Tuition & Fees,"$44,277.97",8
31062710,Ave Maria School Of Law,Florida,,9,Private non-profit,School Tuition & Fees,"$106,123.70",12
31062510,Moody Bible Institute,Florida,,2,Private non-profit,School Tuition & Fees,"$3,135.00",3
31062210,Atlantic Institute Of Oriental Medicine,Florida,,6,Private non-profit,School Tuition & Fees,"$61,862.50",14
31062062,De La Salle Health Sciences Institute,,Philippines,10,Private non-profit,School Tuition & Fees,"$28,362.32",16
31061710,Columbia College-Jacksonville Campus,Florida,,104,Private non-profit,School Tuition & Fees,"$330,171.91",282
31061510,Webster University - St Petersburg,Florida,,34,Private non-profit,School Tuition & Fees,"$198,361.00",76
31061110,Polytechnic University Of Puerto Rico,Florida,,7,Private non-profit,School Tuition & Fees,"$30,330.00",11
31060910,Wolford College,Florida,,9,Private non-profit,School Tuition & Fees,"$127,677.57",22
31060510,Knox Theological Seminary,Florida,,10,Private non-profit,School Tuition & Fees,"$96,398.96",33
31060310,Lecom-Bradenton,Florida,,14,Private non-profit,School Tuition & Fees,"$251,195.99",26
31060110,Webster University Lakeland,Florida,,3,Private non-profit,School Tuition & Fees,"$14,700.00",4
31060029,The Thomas More College Of Liberal Arts,New Hampshire,,4,Private non-profit,School Tuition & Fees,"$83,161.59",10
31059910,Palmer College Of Chiropractic - Florida,Florida,,16,Private non-profit,School Tuition & Fees,"$221,905.57",35
31059810,Academy For Five Element Acupuncture,Florida,,1,Private non-profit,School Tuition & Fees,"$15,241.31",4
31059610,Webster University -Melbourne,Florida,,30,Private non-profit,School Tuition & Fees,"$117,482.90",64
31059510,Union Institute & University Florida Center,Florida,,20,Private non-profit,School Tuition & Fees,"$137,642.15",65
31059410,Webster University Patrick Afb,Florida,,27,Private non-profit,School Tuition & Fees,"$67,557.00",47
31059310,Polytechnic University Of Puerto Rico- Miami Campus,Florida,,5,Private non-profit,School Tuition & Fees,"$26,574.50",14
31059210,Berean Baptist College,Florida,,3,Private non-profit,School Tuition & Fees,"$8,425.00",4
31058910,Asbury Theological Seminary,Florida,,10,Private non-profit,School Tuition & Fees,"$88,758.07",25
31058310,Webster University-Sarasota Metro Campus At Univ Pk,Florida,,10,Private non-profit,School Tuition & Fees,"$48,498.50",22
31058210,Belhaven University,Florida,,10,Private non-profit,School Tuition & Fees,"$67,233.60",63
31058204,Champion Baptist College,Arkansas,,1,Private non-profit,School Tuition & Fees,"$7,070.00",3
31058047,Cornish College Of The Arts,Washington,,24,Private non-profit,School Tuition & Fees,"$388,563.80",33
31057810,Webster University Ocala Metropolitan Campus,Florida,,11,Private non-profit,School Tuition & Fees,"$52,583.81",25
31057710,"Springfield College School Of Human Services, Tampa Campus",Florida,,5,Private non-profit,School Tuition & Fees,"$59,825.70",12
31057610,Webster University Space Coast Ctr-Merritt Island,Florida,,27,Private non-profit,School Tuition & Fees,"$105,494.00",56
31057110,Webster University Jacksonville Metropolitan Campus,Florida,,152,Private non-profit,School Tuition & Fees,"$972,467.20",475
31055910,National Louis University Florida Regional Center,Florida,,2,Private non-profit,School Tuition & Fees,"$4,547.54",3
31055810,Trinity Baptist College,Florida,,18,Private non-profit,School Tuition & Fees,"$115,033.00",27
31055710,Webster University Orlando Metro  Ctr Longwood,Florida,,34,Private non-profit,School Tuition & Fees,"$170,196.30",77
31055610,Northwood University - West Palm Beach,Florida,,21,Private non-profit,School Tuition & Fees,"$166,872.53",45
31054810,Hobe Sound Bible College,Florida,,1,Private non-profit,School Tuition & Fees,"$1,695.00",1
31054409,Georgetown University-Center For Continuing And Professional Education,District of Columbia,,62,Private non-profit,School Tuition & Fees,"$286,968.00",256
31052410,"Trinity International University, South Florida Campus",Florida,,13,Private non-profit,School Tuition & Fees,"$89,253.00",74
31052121,New England College Of Business And Finance (Online Ihl),Massachusetts,,15,Private non-profit,School Tuition & Fees,"$77,748.21",56
31051510,Johnson University,Florida,,10,Private non-profit,School Tuition & Fees,"$118,894.45",22
31050821,Mgh Institute Of Health Professions,Massachusetts,,8,Private non-profit,School Tuition & Fees,"$99,128.52",11
31050621,Cambridge College/Institute Of Open Education,Massachusetts,,23,Private non-profit,School Tuition & Fees,"$163,412.07",52
31050562,"Univ. Of Perpetual Help System (Dr. J. G. Tamayo Med. Univ.) - Binan, Laguna",,Philippines,5,Private non-profit,School Tuition & Fees,"$4,196.99",6
31050222,Thomas M Cooley Law School,Michigan,,33,Private non-profit,School Tuition & Fees,"$383,746.56",55
31047113,Robert Morris University- Arlington Heights,Illinois,,2,Private non-profit,School Tuition & Fees,"$38,396.62",6
31046913,Embry-Riddle Aeronautical University-Rockford,Illinois,,9,Private non-profit,School Tuition & Fees,"$26,624.00",18
31046813,Benedictine University-Springfield,Illinois,,10,Private non-profit,School Tuition & Fees,"$51,590.49",33
31046713,Robert Morris University Illinois,Illinois,,108,Private non-profit,School Tuition & Fees,"$1,425,240.06",274
31046413,Robert Morris University- Schaumburg,Illinois,,4,Private non-profit,School Tuition & Fees,"$65,274.25",18
31046313,Robert Morris University-Aurora,Illinois,,11,Private non-profit,School Tuition & Fees,"$158,019.25",27
31046213,Robert Morris University-Peoria,Illinois,,11,Private non-profit,School Tuition & Fees,"$127,376.91",28
31046113,Robert Morris University- Springfield,Illinois,,21,Private non-profit,School Tuition & Fees,"$250,904.41",49
31046013,Robert Morris University- Lake County/Waukegan,Illinois,,9,Private non-profit,School Tuition & Fees,"$136,580.15",21
31045913,Robert Morris University - Orland Park,Illinois,,15,Private non-profit,School Tuition & Fees,"$229,447.75",42
31045713,Institute For Clinical Social Work,Illinois,,3,Private non-profit,School Tuition & Fees,"$67,209.50",7
31045613,Webster University-Great Lakes Naval Base,Illinois,,28,Private non-profit,School Tuition & Fees,"$134,244.50",86
31045543,The Kings University,Texas,,4,Private non-profit,School Tuition & Fees,"$37,421.98",22
31045513,Lexington College,Illinois,,2,Private non-profit,School Tuition & Fees,"$19,198.31",2
31045313,Lindenwood University,Illinois,,98,Private non-profit,School Tuition & Fees,"$810,357.04",228
31045213,Providence Baptist College,Illinois,,3,Private non-profit,School Tuition & Fees,"$11,412.00",6
31045113,Calumet College Of St. Joseph,Illinois,,10,Private non-profit,School Tuition & Fees,"$73,945.90",54
31045013,Erikson Institute,Illinois,,1,Private non-profit,School Tuition & Fees,"$7,918.90",2
31044913,The Chicago School Of Professional Psychology-Online,Illinois,,72,Private non-profit,School Tuition & Fees,"$784,074.60",257
31044813,The Chicago School Of Professional Psychology,Illinois,,13,Private non-profit,School Tuition & Fees,"$158,878.78",26
31044743,Wayland Baptist University El Paso,Texas,,11,Private non-profit,School Tuition & Fees,"$49,417.49",24
31044643,Hallmark College Of Aeronautics,Texas,,129,Private non-profit,School Tuition & Fees,"$1,362,021.53","2,056"
31044143,The National Graduate School Of Qlty Mgmt,Texas,,7,Private non-profit,School Tuition & Fees,"$127,112.39",64
31044113,Northwestern University Law School,Illinois,,10,Private non-profit,School Tuition & Fees,"$177,535.56",11
31043913,Northwestern University Medical School Programs-Physical Therapy,Illinois,,3,Private non-profit,School Tuition & Fees,"$28,578.15",3
31043862,New Era University,,Philippines,5,Private non-profit,School Tuition & Fees,"$9,513.72",8
31043843,Hallmark College Of Technology,Texas,,172,Private non-profit,School Tuition & Fees,"$1,760,020.22",612
31043743,Grace School Of Theology,Texas,,4,Private non-profit,School Tuition & Fees,"$7,082.86",8
31043713,Northwestern University-Feinberg School Of Medicine,Illinois,,4,Private non-profit,School Tuition & Fees,"$104,119.27",8
31043613,Columbia College At Highland Community College,Illinois,,4,Private non-profit,School Tuition & Fees,"$16,267.50",13
31043313,Rosalind Franklin University Of Medicine And Science,Illinois,,15,Private non-profit,School Tuition & Fees,"$167,719.39",28
31043213,Iit-Chicago-Kent College Of Law,Illinois,,13,Private non-profit,School Tuition & Fees,"$200,918.82",25
31043062,Divine Word College Of Laoag,,Philippines,3,Private non-profit,School Tuition & Fees,"$1,244.64",5
31042913,Spertus Institute Of Jewish Studies,Illinois,,1,Private non-profit,School Tuition & Fees,"$1,185.00",1
31042813,Midwestern University,Illinois,,16,Private non-profit,School Tuition & Fees,"$181,110.65",24
31042713,East-West University,Illinois,,10,Private non-profit,School Tuition & Fees,"$117,154.63",22
31042543,Fuller Theological Seminary Texas Reg Campus,Texas,,3,Private non-profit,School Tuition & Fees,"$17,795.40",6
31042243,Embry Riddle Aeronautical University Fort Bliss,Texas,,11,Private non-profit,School Tuition & Fees,"$44,490.00",25
31041243,Letourneau University Houston,Texas,,13,Private non-profit,School Tuition & Fees,"$65,481.00",58
31040543,Tulane University Houston,Texas,,3,Private non-profit,School Tuition & Fees,"$64,146.62",11
31040413,Park University Scott Afb,Illinois,,104,Private non-profit,School Tuition & Fees,"$348,162.27",302
31040113,Columbia College Of Missouri -  Lake County,Illinois,,142,Private non-profit,School Tuition & Fees,"$480,549.56",413
31040013,Webster University Scott Afb,Illinois,,130,Private non-profit,School Tuition & Fees,"$593,363.18",358
31039062,"Miriam College Foundation, Inc.",,Philippines,1,Private non-profit,School Tuition & Fees,"$2,501.19",2
31038643,Springfield Coll School Of Human Svcs,Texas,,2,Private non-profit,School Tuition & Fees,"$16,989.99",5
31038062,De La Salle - Lipa,,Philippines,5,Private non-profit,School Tuition & Fees,"$7,590.92",7
31037232,Rensselaer Polytechnic Institute,New York,,74,Private non-profit,School Tuition & Fees,"$1,618,428.87",96
31037043,Baptist University Of The Americas,Texas,,2,Private non-profit,School Tuition & Fees,"$9,833.00",4
31036832,Hebrew Union College,New York,,2,Private non-profit,School Tuition & Fees,"$11,700.60",3
31036732,The General Theological Seminary,New York,,1,Private non-profit,School Tuition & Fees,"$16,250.00",3
31036413,Trinity International Univ.-Trinity Evangelical Div. Sch.,Illinois,,14,Private non-profit,School Tuition & Fees,"$84,447.90",51
31034413,Meadville/Lombard Theological School,Illinois,,1,Private non-profit,School Tuition & Fees,"$6,843.69",3
31034313,Moody Bible Institute,Illinois,,66,Private non-profit,School Tuition & Fees,"$235,099.70",137
31034243,Embry Riddle Aero Univ Safb,Texas,,20,Private non-profit,School Tuition & Fees,"$87,769.19",63
31034113,John Marshall Law School,Illinois,,19,Private non-profit,School Tuition & Fees,"$343,899.90",26
31034043,Park University-Randolph Afb,Texas,,141,Private non-profit,School Tuition & Fees,"$374,097.12",334
31033913,Lutheran School Of Theology At Chicago,Illinois,,2,Private non-profit,School Tuition & Fees,"$18,131.00",3
31033743,Park University-Goodfellow Afb,Texas,,40,Private non-profit,School Tuition & Fees,"$139,352.95",117
31033613,Judson University,Illinois,,15,Private non-profit,School Tuition & Fees,"$126,181.76",49
31033143,Saint Leo College Nas Cc,Texas,,129,Private non-profit,School Tuition & Fees,"$683,521.61",506
31033113,Garrett-Evangelical Theological Seminary,Illinois,,3,Private non-profit,School Tuition & Fees,"$30,114.50",6
31032822,Michigan School Of Professional Psychology,Michigan,,1,Private non-profit,School Tuition & Fees,"$4,196.52",2
31032743,Wayland Baptist University San Antonio,Texas,,860,Private non-profit,School Tuition & Fees,"$4,292,050.78","2,192"
31032443,Wayland Baptist University Wichita Falls,Texas,,90,Private non-profit,School Tuition & Fees,"$332,670.47",225
31032013,Columbia College,Illinois,,163,Private non-profit,School Tuition & Fees,"$2,585,311.93",321
31032006,Charis Bible College,Colorado,,28,Private non-profit,School Tuition & Fees,"$71,118.50",58
31031843,Embry Riddle Aeronautical University Fort Worth,Texas,,216,Private non-profit,School Tuition & Fees,"$1,086,663.77",619
31031062,Asian Seminary Of Christian Ministries,,Philippines,1,Private non-profit,School Tuition & Fees,$903.24,1
31030713,Bradley University,Illinois,,50,Private non-profit,School Tuition & Fees,"$667,881.12",110
31030643,Embry Riddle Aeron Univ Dyess Afb,Texas,,45,Private non-profit,School Tuition & Fees,"$219,589.26",126
31029743,Letourneau University Longview,Texas,,99,Private non-profit,School Tuition & Fees,"$1,213,856.25",262
31029643,Webster University San Antonio,Texas,,283,Private non-profit,School Tuition & Fees,"$1,635,462.52",964
31029632,St. Vladimir'S Orthodox Theological Seminary,New York,,1,Private non-profit,School Tuition & Fees,"$5,431.00",1
31029143,Houston Graduate School Of Theology,Texas,,7,Private non-profit,School Tuition & Fees,"$28,067.73",11
31029124,Tri State Baptist College,Mississippi,,2,Private non-profit,School Tuition & Fees,"$10,485.00",8
31028809,Catholic Charities,District of Columbia,,1,Private non-profit,School Tuition & Fees,"$1,203.00",1
